ALG	Fn	C
infomap	GO.0007411	121
infomap	GO.0007416	121
infomap	GO.0010721	121
infomap	GO.0031345	121
infomap	GO.0050768	121
infomap	GO.0050770	121
infomap	GO.0050771	121
infomap	GO.0050807	121
infomap	GO.0050808	121
infomap	GO.0051963	121
infomap	GO.0099601	121
infomap	GO.0030258	122
infomap	GO.0030278	122
infomap	GO.0051568	122
infomap	GO.0008089	123
infomap	GO.0031346	123
infomap	GO.0098930	123
infomap	GO.0019933	125
infomap	GO.0051591	125
infomap	GO.2000300	125
infomap	GO.0043414	126
infomap	GO.0051568	126
infomap	GO.0019722	127
infomap	GO.0030278	127
infomap	GO.0048661	127
infomap	GO.0055074	127
infomap	GO.0086065	127
infomap	GO.0031629	129
infomap	GO.0035235	129
infomap	GO.0007411	130
infomap	GO.0008089	130
infomap	GO.0050770	130
infomap	GO.0050922	130
infomap	GO.0007268	132
infomap	GO.0035235	132
infomap	GO.0050804	132
infomap	GO.0050853	132
infomap	GO.0099536	132
infomap	GO.0099537	132
infomap	GO.0055074	133
infomap	GO.0018205	134
infomap	GO.0048661	134
infomap	GO.0099601	134
infomap	GO.0031929	135
infomap	GO.0002218	136
infomap	GO.0006979	136
infomap	GO.0007212	137
infomap	GO.0007411	137
infomap	GO.0010721	137
infomap	GO.0031346	137
infomap	GO.0048846	137
infomap	GO.0050768	137
infomap	GO.0050770	137
infomap	GO.0050771	137
infomap	GO.0050922	137
infomap	GO.0086065	137
infomap	GO.0007416	140
infomap	GO.0031346	140
infomap	GO.0050770	140
infomap	GO.0050808	140
infomap	GO.0050853	140
infomap	GO.0055074	142
infomap	GO.0006979	143
infomap	GO.0006979	145
infomap	GO.0051591	145
infomap	GO.0006979	147
infomap	GO.0060078	147
infomap	GO.0006364	148
infomap	GO.0006979	148
infomap	GO.0055074	148
infomap	GO.0006979	149
infomap	GO.0042417	149
infomap	GO.0006979	150
infomap	GO.0007223	151
infomap	GO.0016458	151
infomap	GO.0031644	151
infomap	GO.0032288	151
infomap	GO.0032609	151
infomap	GO.0034340	151
infomap	GO.0060337	151
infomap	GO.0071357	151
infomap	GO.0048661	152
infomap	GO.0010721	153
infomap	GO.0042490	153
infomap	GO.0006364	154
infomap	GO.0006614	154
infomap	GO.0019083	154
infomap	GO.0034341	154
infomap	GO.0071346	154
infomap	GO.0032481	156
infomap	GO.0018205	157
infomap	GO.0061025	157
infomap	GO.0099601	157
infomap	GO.0007416	158
infomap	GO.0050808	158
infomap	GO.0060074	158
infomap	GO.0032535	161
infomap	GO.0007223	162
infomap	GO.0086065	162
infomap	GO.0007212	166
infomap	GO.0002757	167
infomap	GO.0007212	167
infomap	GO.0007223	167
infomap	GO.0008361	167
infomap	GO.0010737	167
infomap	GO.0019933	167
infomap	GO.0032535	167
infomap	GO.0042490	167
infomap	GO.0050852	167
infomap	GO.0051591	167
infomap	GO.0060563	167
infomap	GO.0006614	168
infomap	GO.0051568	170
infomap	GO.0032481	171
infomap	GO.0032608	171
infomap	GO.0032648	171
infomap	GO.0009112	173
infomap	GO.0042490	174
infomap	GO.0060563	174
infomap	GO.0051591	175
infomap	GO.0098877	176
infomap	GO.0099072	176
infomap	GO.0099637	176
infomap	GO.0000165	178
infomap	GO.0031098	178
infomap	GO.0038083	178
infomap	GO.0043406	178
infomap	GO.0051403	178
infomap	GO.0050804	179
infomap	GO.0006364	181
infomap	GO.0006614	181
infomap	GO.0019083	181
infomap	GO.0006364	182
infomap	GO.0006614	182
infomap	GO.0019083	182
infomap	GO.0086065	183
infomap	GO.0006364	184
infomap	GO.0006614	184
infomap	GO.0019083	184
infomap	GO.0034329	185
infomap	GO.0034330	185
infomap	GO.0050771	186
infomap	GO.0001504	187
infomap	GO.0006979	187
infomap	GO.0008089	187
infomap	GO.0018205	187
infomap	GO.0042417	187
infomap	GO.0042490	187
infomap	GO.0060563	187
infomap	GO.0098930	187
infomap	GO.0061025	188
infomap	GO.0061025	189
infomap	GO.0098930	189
infomap	GO.0032288	190
infomap	GO.0086065	190
infomap	GO.0018205	191
infomap	GO.0030258	191
infomap	GO.0032869	192
infomap	GO.0032288	193
infomap	GO.0032481	194
infomap	GO.0032608	194
infomap	GO.0032648	194
infomap	GO.0070528	194
infomap	GO.0070528	195
infomap	GO.0008089	196
infomap	GO.0042552	196
infomap	GO.0098930	196
infomap	GO.0032479	197
infomap	GO.0032480	197
infomap	GO.0032481	197
infomap	GO.0032606	197
infomap	GO.0032608	197
infomap	GO.0032648	197
infomap	GO.0034340	197
infomap	GO.0060337	197
infomap	GO.0071357	197
infomap	GO.0030203	198
infomap	GO.0048661	198
infomap	GO.0002218	199
infomap	GO.0002224	199
infomap	GO.0002757	199
infomap	GO.0002758	199
infomap	GO.0031644	199
infomap	GO.0050804	199
infomap	GO.0050922	199
infomap	GO.0016458	200
infomap	GO.0034968	200
infomap	GO.2000300	201
infomap	GO.0006364	202
infomap	GO.0006614	202
infomap	GO.0019083	202
infomap	GO.0030258	202
infomap	GO.0000165	204
infomap	GO.0002756	204
infomap	GO.0007223	204
infomap	GO.0018205	204
infomap	GO.0007268	205
infomap	GO.0007269	205
infomap	GO.0016079	205
infomap	GO.0016082	205
infomap	GO.0048791	205
infomap	GO.0050804	205
infomap	GO.0060078	205
infomap	GO.0061025	205
infomap	GO.0098693	205
infomap	GO.0099003	205
infomap	GO.0099504	205
infomap	GO.0099531	205
infomap	GO.0099536	205
infomap	GO.0099537	205
infomap	GO.0099565	205
infomap	GO.0099643	205
infomap	GO.2000300	205
infomap	GO.0030278	206
infomap	GO.0010611	207
infomap	GO.0010737	207
infomap	GO.0070528	207
infomap	GO.0051591	208
infomap	GO.0030278	209
infomap	GO.0035235	209
infomap	GO.0038083	209
infomap	GO.0050804	209
infomap	GO.0060078	209
infomap	GO.0099565	209
infomap	GO.0099601	209
infomap	GO.0048791	210
infomap	GO.0061025	210
infomap	GO.2000300	210
infomap	GO.0008088	211
infomap	GO.0008089	211
infomap	GO.0098930	211
infomap	GO.0034341	212
infomap	GO.0071346	212
infomap	GO.0006364	213
infomap	GO.0006614	213
infomap	GO.0019083	213
infomap	GO.0010611	214
infomap	GO.0032869	214
infomap	GO.0034968	214
infomap	GO.0051568	214
infomap	GO.0007212	217
infomap	GO.0007411	217
infomap	GO.0008361	217
infomap	GO.0031346	217
infomap	GO.0032535	217
infomap	GO.0034329	217
infomap	GO.0034330	217
infomap	GO.0038083	217
infomap	GO.0042417	217
infomap	GO.0045216	217
infomap	GO.0048846	217
infomap	GO.0050770	217
infomap	GO.0050771	217
infomap	GO.0050922	217
infomap	GO.0061387	217
infomap	GO.0070528	217
infomap	GO.0098877	217
infomap	GO.0099637	217
infomap	GO.0032609	218
infomap	GO.0030203	220
infomap	GO.0006979	221
infomap	GO.0032481	221
infomap	GO.0048791	221
infomap	GO.2000300	221
infomap	GO.0031644	222
infomap	GO.0006979	223
infomap	GO.0030278	223
infomap	GO.0006979	224
infomap	GO.0086065	224
infomap	GO.0050808	226
infomap	GO.0032535	227
infomap	GO.0019083	229
infomap	GO.0006364	230
infomap	GO.0006614	230
infomap	GO.0008088	230
infomap	GO.0008089	230
infomap	GO.0019083	230
infomap	GO.0060074	230
infomap	GO.0098930	230
infomap	GO.0006364	231
infomap	GO.0006614	231
infomap	GO.0009165	231
infomap	GO.0019083	231
infomap	GO.0006364	239
infomap	GO.0006614	239
infomap	GO.0019083	239
infomap	GO.0019933	239
infomap	GO.0086065	239
infomap	GO.0007223	240
infomap	GO.0010611	240
infomap	GO.0019722	240
infomap	GO.0038083	242
infomap	GO.0048660	242
infomap	GO.0030258	243
infomap	GO.0086065	244
infomap	GO.0032535	245
infomap	GO.0043297	245
infomap	GO.0055074	245
infomap	GO.0086065	245
infomap	GO.0030203	247
infomap	GO.0038083	247
infomap	GO.0048846	247
infomap	GO.0031346	249
infomap	GO.0050770	249
infomap	GO.0050771	249
infomap	GO.0034340	251
infomap	GO.0060337	251
infomap	GO.0071357	251
infomap	GO.0010737	253
infomap	GO.0030203	254
infomap	GO.0030278	255
infomap	GO.0031346	255
infomap	GO.0050770	255
infomap	GO.0000165	257
infomap	GO.0002218	257
infomap	GO.0002224	257
infomap	GO.0002757	257
infomap	GO.0002758	257
infomap	GO.0007268	261
infomap	GO.0099536	261
infomap	GO.0099537	261
infomap	GO.0008088	262
infomap	GO.0006979	263
infomap	GO.0031098	263
infomap	GO.0008088	264
infomap	GO.0008089	264
infomap	GO.0051963	264
infomap	GO.0098930	264
infomap	GO.0007212	265
infomap	GO.0060074	265
infomap	GO.0099601	265
infomap	GO.0034330	266
infomap	GO.0051591	266
infomap	GO.0086065	266
infomap	GO.0098693	266
infomap	GO.2000300	266
infomap	GO.0009165	267
infomap	GO.0051963	267
infomap	GO.0032480	268
infomap	GO.0032608	268
infomap	GO.0032648	268
infomap	GO.0006364	271
infomap	GO.0006614	271
infomap	GO.0019083	271
infomap	GO.0019933	271
infomap	GO.0046058	271
infomap	GO.0055074	271
infomap	GO.0006364	272
infomap	GO.0006614	272
infomap	GO.0019083	272
infomap	GO.0031929	272
infomap	GO.0048660	274
infomap	GO.0002218	275
infomap	GO.0002224	275
infomap	GO.0002756	275
infomap	GO.0002757	275
infomap	GO.0002758	275
infomap	GO.0016571	275
infomap	GO.0032479	275
infomap	GO.0032480	275
infomap	GO.0032481	275
infomap	GO.0032606	275
infomap	GO.0032608	275
infomap	GO.0032609	275
infomap	GO.0032648	275
infomap	GO.0034968	275
infomap	GO.0042490	275
infomap	GO.0007212	276
infomap	GO.0019933	276
infomap	GO.0030278	276
infomap	GO.0010611	283
infomap	GO.0048660	283
infomap	GO.0048661	283
infomap	GO.0048791	285
infomap	GO.0061025	285
infomap	GO.0099003	285
infomap	GO.0051963	286
infomap	GO.0032609	287
infomap	GO.0099637	287
infomap	GO.0007268	288
infomap	GO.0032535	288
infomap	GO.0048168	288
infomap	GO.0050770	288
infomap	GO.0050804	288
infomap	GO.0050922	288
infomap	GO.0099536	288
infomap	GO.0099537	288
infomap	GO.0099601	288
infomap	GO.0043414	289
infomap	GO.0009112	292
infomap	GO.0051591	292
infomap	GO.0051591	293
infomap	GO.0010611	294
infomap	GO.0030258	294
infomap	GO.0031644	294
infomap	GO.0032288	294
infomap	GO.0042552	294
infomap	GO.0009112	295
infomap	GO.0050807	296
infomap	GO.0050771	297
infomap	GO.0007212	300
infomap	GO.0019933	300
infomap	GO.0030203	302
infomap	GO.0002431	303
infomap	GO.0002757	303
infomap	GO.0031668	305
infomap	GO.0032869	305
infomap	GO.0030258	307
infomap	GO.0042552	307
infomap	GO.0007411	310
infomap	GO.0010721	310
infomap	GO.0031345	310
infomap	GO.0050768	310
infomap	GO.0050807	310
infomap	GO.0031668	311
infomap	GO.0009165	312
infomap	GO.0010737	312
infomap	GO.0019933	312
infomap	GO.0046058	312
infomap	GO.0009112	314
infomap	GO.0009165	314
infomap	GO.0043414	317
infomap	GO.0008361	318
infomap	GO.0061387	318
infomap	GO.0034329	319
infomap	GO.0043297	319
infomap	GO.0046058	319
sgG1	GO.0030258	1
sgG1	GO.0000165	2
sgG1	GO.0007416	4
sgG1	GO.0035235	4
sgG1	GO.0050807	4
sgG1	GO.0051963	4
sgG1	GO.0060078	4
sgG1	GO.0099565	4
sgG1	GO.0006614	5
sgG1	GO.0002431	7
sgG1	GO.0002757	7
sgG1	GO.0002218	10
sgG1	GO.0002758	10
sgG1	GO.0006979	10
sgG1	GO.0018205	10
sgG1	GO.0007268	11
sgG1	GO.0034330	11
sgG1	GO.0099536	11
sgG1	GO.0099537	11
sgG1	GO.0006979	13
sgG1	GO.0051591	13
sgG1	GO.0086065	13
sgG1	GO.0019722	18
sgG1	GO.0046058	18
sgG1	GO.0009112	19
sgG1	GO.0051591	19
sgG1	GO.0007268	21
sgG1	GO.0007269	21
sgG1	GO.0034330	21
sgG1	GO.0045216	21
sgG1	GO.0099531	21
sgG1	GO.0099536	21
sgG1	GO.0099537	21
sgG1	GO.0099643	21
sgG1	GO.0006979	24
sgG1	GO.0010721	24
sgG1	GO.0030203	24
sgG1	GO.0048168	24
sgG1	GO.0050808	24
sgG1	GO.0002224	25
sgG1	GO.0007268	25
sgG1	GO.0031644	25
sgG1	GO.0048168	25
sgG1	GO.0050804	25
sgG1	GO.0099536	25
sgG1	GO.0099537	25
sgG1	GO.0050807	26
sgG1	GO.0009165	28
sgG1	GO.0010737	28
sgG1	GO.0042490	28
sgG1	GO.0046058	28
sgG1	GO.0060563	28
sgG1	GO.0070528	28
sgG1	GO.0030258	31
sgG1	GO.0007416	33
sgG1	GO.0050807	33
sgG1	GO.0050922	33
sgG1	GO.0051963	33
sgG1	GO.0009112	34
sgG2	GO.0050807	3
sgG2	GO.0051963	3
sgG2	GO.0007223	4
sgG2	GO.0016458	4
sgG2	GO.0031644	4
sgG2	GO.0032288	4
sgG2	GO.0032609	4
sgG2	GO.0034340	4
sgG2	GO.0060337	4
sgG2	GO.0071357	4
sgG2	GO.0030258	6
sgG2	GO.0000165	7
sgG2	GO.0007268	7
sgG2	GO.0007269	7
sgG2	GO.0009755	7
sgG2	GO.0055074	7
sgG2	GO.0099531	7
sgG2	GO.0099536	7
sgG2	GO.0099537	7
sgG2	GO.0099643	7
sgG2	GO.0016458	9
sgG2	GO.0016571	9
sgG2	GO.0018205	9
sgG2	GO.0034968	9
sgG2	GO.0043414	9
sgG2	GO.0007268	10
sgG2	GO.0061025	10
sgG2	GO.0099536	10
sgG2	GO.0099537	10
sgG2	GO.0000165	13
sgG2	GO.0002431	13
sgG2	GO.0002757	13
sgG2	GO.0007268	13
sgG2	GO.0007411	13
sgG2	GO.0030258	13
sgG2	GO.0031346	13
sgG2	GO.0032535	13
sgG2	GO.0034329	13
sgG2	GO.0034330	13
sgG2	GO.0038083	13
sgG2	GO.0043406	13
sgG2	GO.0043491	13
sgG2	GO.0045216	13
sgG2	GO.0050770	13
sgG2	GO.0050804	13
sgG2	GO.0050808	13
sgG2	GO.0099536	13
sgG2	GO.0099537	13
sgG2	GO.0006979	15
sgG2	GO.0008088	17
sgG2	GO.0016079	17
sgG2	GO.0048791	17
sgG2	GO.0061025	17
sgG2	GO.0099504	17
sgG2	GO.0007411	20
sgG2	GO.0008361	20
sgG2	GO.0031346	20
sgG2	GO.0032535	20
sgG2	GO.0050770	20
sgG2	GO.0061387	20
sgG2	GO.0007268	21
sgG2	GO.0007416	21
sgG2	GO.0010721	21
sgG2	GO.0019722	21
sgG2	GO.0031644	21
sgG2	GO.0035235	21
sgG2	GO.0042490	21
sgG2	GO.0048168	21
sgG2	GO.0048488	21
sgG2	GO.0050804	21
sgG2	GO.0050807	21
sgG2	GO.0050808	21
sgG2	GO.0051963	21
sgG2	GO.0055074	21
sgG2	GO.0060078	21
sgG2	GO.0098693	21
sgG2	GO.0099003	21
sgG2	GO.0099504	21
sgG2	GO.0099536	21
sgG2	GO.0099537	21
sgG2	GO.0099565	21
sgG2	GO.0099601	21
sgG2	GO.0086065	22
sgG2	GO.0000165	24
sgG2	GO.0031098	24
sgG2	GO.0051403	24
sgG2	GO.0002218	25
sgG2	GO.0002757	25
sgG2	GO.0002758	25
sgG2	GO.0006364	25
sgG2	GO.0006614	25
sgG2	GO.0019083	25
sgG2	GO.0050852	25
sgG2	GO.0019933	26
sgG2	GO.0051591	26
sgG2	GO.0007411	29
sgG2	GO.0042552	29
sgG2	GO.0007212	31
sgG2	GO.0042417	31
sgG2	GO.0051963	31
sgG2	GO.0098877	31
sgG2	GO.0099637	31
sgG2	GO.0002218	32
sgG2	GO.0002224	32
sgG2	GO.0002758	32
sgG2	GO.0007268	34
sgG2	GO.0030203	34
sgG2	GO.0035235	34
sgG2	GO.0060078	34
sgG2	GO.0099536	34
sgG2	GO.0099537	34
sgG2	GO.0099565	34
sgG2	GO.0000165	35
sgG2	GO.0002218	35
sgG2	GO.0002224	35
sgG2	GO.0002431	35
sgG2	GO.0002757	35
sgG2	GO.0002758	35
sgG2	GO.0006979	35
sgG2	GO.0007268	35
sgG2	GO.0008361	35
sgG2	GO.0009755	35
sgG2	GO.0018205	35
sgG2	GO.0030278	35
sgG2	GO.0031098	35
sgG2	GO.0031668	35
sgG2	GO.0031929	35
sgG2	GO.0032479	35
sgG2	GO.0032481	35
sgG2	GO.0032535	35
sgG2	GO.0032606	35
sgG2	GO.0032869	35
sgG2	GO.0042552	35
sgG2	GO.0043406	35
sgG2	GO.0043491	35
sgG2	GO.0048660	35
sgG2	GO.0050770	35
sgG2	GO.0050852	35
sgG2	GO.0051403	35
sgG2	GO.0055074	35
sgG2	GO.0099536	35
sgG2	GO.0099537	35
sgG2	GO.0099565	35
sgG2	GO.0007411	36
sgG2	GO.0007416	36
sgG2	GO.0045216	36
sgG2	GO.0050807	36
sgG2	GO.0050808	36
sgG2	GO.0051963	36
sgG2	GO.0002431	37
sgG2	GO.0008361	37
sgG2	GO.0031346	37
sgG2	GO.0032535	37
sgG2	GO.0034329	37
sgG2	GO.0034330	37
sgG2	GO.0043297	37
sgG2	GO.0050770	37
sgG2	GO.0050808	37
sgG2	GO.0001504	38
sgG2	GO.0007268	38
sgG2	GO.0050804	38
sgG2	GO.0060563	38
sgG2	GO.0099536	38
sgG2	GO.0099537	38
sgG2	GO.0043414	39
sgG2	GO.0018205	41
sgG2	GO.0019722	41
sgG2	GO.0016458	42
sgG2	GO.0018205	42
sgG2	GO.0019083	42
sgG2	GO.0032869	42
sgG2	GO.0034329	42
sgG2	GO.0034330	42
sgG2	GO.0043297	42
sgG2	GO.0045216	42
sgG2	GO.0086065	42
sgG2	GO.0001504	44
sgG2	GO.0007268	44
sgG2	GO.0007269	44
sgG2	GO.0042417	44
sgG2	GO.0043297	44
sgG2	GO.0060078	44
sgG2	GO.0099003	44
sgG2	GO.0099531	44
sgG2	GO.0099536	44
sgG2	GO.0099537	44
sgG2	GO.0099565	44
sgG2	GO.0099643	44
sgG2	GO.0000165	45
sgG2	GO.0007268	45
sgG2	GO.0007269	45
sgG2	GO.0010721	45
sgG2	GO.0030203	45
sgG2	GO.0031345	45
sgG2	GO.0032535	45
sgG2	GO.0034329	45
sgG2	GO.0034341	45
sgG2	GO.0048168	45
sgG2	GO.0050768	45
sgG2	GO.0050770	45
sgG2	GO.0050804	45
sgG2	GO.0050808	45
sgG2	GO.0060078	45
sgG2	GO.0060333	45
sgG2	GO.0061387	45
sgG2	GO.0071346	45
sgG2	GO.0099531	45
sgG2	GO.0099536	45
sgG2	GO.0099537	45
sgG2	GO.0099643	45
sgG2	GO.0009165	46
sgG2	GO.0006364	47
sgG2	GO.0006614	47
sgG2	GO.0010721	47
sgG2	GO.0019083	47
sgG2	GO.0019722	47
sgG2	GO.0030258	47
sgG2	GO.0030278	47
sgG2	GO.0032479	47
sgG2	GO.0032481	47
sgG2	GO.0032606	47
sgG2	GO.0050768	47
sgG2	GO.0055074	47
sgG2	GO.0009165	48
sgG2	GO.0031345	49
sgG2	GO.0000165	50
sgG2	GO.0006979	50
sgG2	GO.0031098	50
sgG2	GO.0043406	50
sgG2	GO.0031644	51
sgG2	GO.0031929	51
sgG2	GO.0000165	53
sgG2	GO.0002218	53
sgG2	GO.0002757	53
sgG2	GO.0002758	53
sgG2	GO.0050852	53
sgG2	GO.0031668	54
sgG5	GO.0006979	1
sgG5	GO.0006364	2
sgG5	GO.0009755	3
sgG5	GO.0016458	3
sgG5	GO.0032479	3
sgG5	GO.0032481	3
sgG5	GO.0032606	3
sgG5	GO.0032608	3
sgG5	GO.0032648	3
sgG5	GO.0007223	4
sgG5	GO.0008361	4
sgG5	GO.0010737	4
sgG5	GO.0032535	4
sgG5	GO.0042490	4
sgG5	GO.0043491	4
sgG5	GO.0045216	4
sgG5	GO.0050852	4
sgG5	GO.0051591	4
sgG5	GO.0060074	4
sgG5	GO.0060563	4
sgG5	GO.0016571	5
sgG5	GO.0018205	5
sgG5	GO.0034968	5
sgG5	GO.0051568	5
sgG5	GO.0019722	6
sgG5	GO.0034329	6
sgG5	GO.0034330	6
sgG5	GO.0042552	6
sgG5	GO.0043491	6
sgG5	GO.0000165	7
sgG5	GO.0002431	7
sgG5	GO.0002757	7
sgG5	GO.0007411	7
sgG5	GO.0007416	7
sgG5	GO.0030258	7
sgG5	GO.0031346	7
sgG5	GO.0032869	7
sgG5	GO.0034329	7
sgG5	GO.0034330	7
sgG5	GO.0038083	7
sgG5	GO.0043406	7
sgG5	GO.0043491	7
sgG5	GO.0045216	7
sgG5	GO.0048168	7
sgG5	GO.0050770	7
sgG5	GO.0050804	7
sgG5	GO.0050807	7
sgG5	GO.0050852	7
sgG5	GO.0051591	7
sgG5	GO.0055074	7
sgG5	GO.0060078	7
sgG5	GO.0099565	7
sgG5	GO.0007268	10
sgG5	GO.0007269	10
sgG5	GO.0016079	10
sgG5	GO.0016082	10
sgG5	GO.0031629	10
sgG5	GO.0061025	10
sgG5	GO.0099003	10
sgG5	GO.0099504	10
sgG5	GO.0099531	10
sgG5	GO.0099536	10
sgG5	GO.0099537	10
sgG5	GO.0099643	10
sgG5	GO.0000165	11
sgG5	GO.0002757	11
sgG5	GO.0006979	11
sgG5	GO.0018205	11
sgG5	GO.0030278	11
sgG5	GO.0031098	11
sgG5	GO.0031668	11
sgG5	GO.0043406	11
sgG5	GO.0050852	11
sgG5	GO.0051403	11
sgG5	GO.0009165	12
sgG5	GO.0070528	12
sgG5	GO.0007268	13
sgG5	GO.0030203	13
sgG5	GO.0035235	13
sgG5	GO.0050804	13
sgG5	GO.0060078	13
sgG5	GO.0099536	13
sgG5	GO.0099537	13
sgG5	GO.0099565	13
sgG5	GO.0006364	14
sgG5	GO.0006614	14
sgG5	GO.0019083	14
sgG5	GO.0038083	14
sgG5	GO.2000300	14
sgG5	GO.0018205	15
sgG5	GO.0051591	18
sgG5	GO.0007411	19
sgG5	GO.0007416	19
sgG5	GO.0019933	19
sgG5	GO.0031098	19
sgG5	GO.0051403	19
sgG5	GO.0051591	19
sgG5	GO.0051963	19
sgG5	GO.0000165	22
sgG5	GO.0006979	22
sgG5	GO.0019722	22
sgG5	GO.0034329	22
sgG5	GO.0034330	22
sgG5	GO.0034341	22
sgG5	GO.0035235	22
sgG5	GO.0045216	22
sgG5	GO.0048168	22
sgG5	GO.0050807	22
sgG5	GO.0060333	22
sgG5	GO.0071346	22
sgG5	GO.0042552	23
sgG5	GO.0002224	25
sgG5	GO.0042490	25
sgG5	GO.0006614	26
sgG5	GO.0002218	28
sgG5	GO.0002224	28
sgG5	GO.0002756	28
sgG5	GO.0002757	28
sgG5	GO.0002758	28
sgG5	GO.0031098	28
sgG5	GO.0032479	28
sgG5	GO.0032480	28
sgG5	GO.0032606	28
sgG5	GO.0034340	28
sgG5	GO.0034341	28
sgG5	GO.0043406	28
sgG5	GO.0050852	28
sgG5	GO.0051403	28
sgG5	GO.0060333	28
sgG5	GO.0060337	28
sgG5	GO.0071357	28
sgG5	GO.0016458	29
sgG5	GO.0016571	29
sgG5	GO.0018205	29
sgG5	GO.0034968	29
sgG5	GO.0043414	29
sgG5	GO.0051568	29
sgG5	GO.0009112	30
sgG5	GO.0032609	30
sgG5	GO.0051963	32
sgG5	GO.0002431	33
sgG5	GO.0002757	33
sgG5	GO.0006364	33
sgG5	GO.0006614	33
sgG5	GO.0019083	33
sgG5	GO.0032535	33
sgG5	GO.0007269	34
sgG5	GO.0016079	34
sgG5	GO.0048791	34
sgG5	GO.0061025	34
sgG5	GO.0099003	34
sgG5	GO.0099504	34
sgG5	GO.0099531	34
sgG5	GO.0099637	34
sgG5	GO.0099643	34
sgG5	GO.0001504	35
sgG5	GO.0006979	35
sgG5	GO.0007268	35
sgG5	GO.0007269	35
sgG5	GO.0042417	35
sgG5	GO.0046058	35
sgG5	GO.0055074	35
sgG5	GO.0099531	35
sgG5	GO.0099536	35
sgG5	GO.0099537	35
sgG5	GO.0099643	35
sgG5	GO.0010737	36
sgG5	GO.0019722	36
sgG5	GO.0055074	36
sgG5	GO.0086065	36
sgG5	GO.0002431	37
sgG5	GO.0031668	37
sgG5	GO.0050853	37
sgG5	GO.0061025	37
sgG5	GO.0002218	38
sgG5	GO.0002224	38
sgG5	GO.0002758	38
sgG5	GO.0006364	38
sgG5	GO.0030203	38
sgG5	GO.0034968	38
sgG5	GO.0043414	38
sgG5	GO.0051568	38
sgG5	GO.0086065	38
sgG5	GO.0016571	39
sgG5	GO.0043414	39
sgG5	GO.0000165	40
sgG5	GO.0002224	40
sgG5	GO.0002757	40
sgG5	GO.0002758	40
sgG5	GO.0006979	40
sgG5	GO.0016458	40
sgG5	GO.0030203	40
sgG5	GO.0030258	40
sgG5	GO.0031098	40
sgG5	GO.0031346	40
sgG5	GO.0031668	40
sgG5	GO.0031929	40
sgG5	GO.0043406	40
sgG5	GO.0043491	40
sgG5	GO.0046058	40
sgG5	GO.0048660	40
sgG5	GO.0048661	40
sgG5	GO.0050770	40
sgG5	GO.0050852	40
sgG5	GO.0051403	40
sgG5	GO.0043414	41
sgG5	GO.0019722	42
sgG5	GO.0000165	44
sgG5	GO.0031098	44
sgG5	GO.0051403	44
sgG5	GO.0007411	45
sgG5	GO.0010721	45
sgG5	GO.0031345	45
sgG5	GO.0031929	45
sgG5	GO.0050768	45
sgG5	GO.0000165	46
sgG5	GO.0007411	46
sgG5	GO.0009755	46
sgG5	GO.0030258	46
sgG5	GO.0032535	46
sgG5	GO.0034340	46
sgG5	GO.0034341	46
sgG5	GO.0048168	46
sgG5	GO.0060333	46
sgG5	GO.0060337	46
sgG5	GO.0071346	46
sgG5	GO.0071357	46
sgG5	GO.0008361	48
sgG5	GO.0031668	48
sgG5	GO.0031929	48
sgG5	GO.0032535	48
sgG5	GO.0043491	48
sgG5	GO.0048660	48
sgG5	GO.0048661	48
sgG5	GO.0099601	48
sgG5	GO.0016458	49
sgG5	GO.0018205	49
sgG5	GO.0019083	49
sgG5	GO.0031929	49
sgG5	GO.0043491	50
sgG5	GO.0000165	51
sgG5	GO.0010721	51
sgG5	GO.0031098	51
sgG5	GO.0038083	51
sgG5	GO.0043491	51
sgG5	GO.0050768	51
sgG5	GO.0050770	51
sgG5	GO.0051403	51
sgG5	GO.0016458	52
sgG5	GO.0016571	52
sgG5	GO.0018205	52
sgG5	GO.0034968	52
sgG5	GO.0043414	52
sgG5	GO.0051568	52
sgG5	GO.0006364	53
sgG5	GO.0006614	53
sgG5	GO.0007411	53
sgG5	GO.0019083	53
sgG5	GO.0048846	53
sgG5	GO.0070528	53
sgG5	GO.0098877	53
sgG5	GO.0099637	53
sgG5	GO.0002224	54
sgG5	GO.0002756	54
sgG5	GO.0006614	54
sgG5	GO.0019083	54
sgG5	GO.0030258	54
sgG5	GO.0032479	54
sgG5	GO.0032606	54
sgG5	GO.0032608	54
sgG5	GO.0032609	54
sgG5	GO.0032648	54
sgG5	GO.0006979	55
sgG5	GO.0010721	55
sgG5	GO.0030203	55
sgG5	GO.0034341	55
sgG5	GO.0048168	55
sgG5	GO.0048661	55
sgG5	GO.0050768	55
sgG5	GO.0050808	55
sgG5	GO.0060333	55
sgG5	GO.0071346	55
sgG5	GO.0006979	56
sgG5	GO.0031098	56
sgG5	GO.0034329	58
sgG5	GO.0034330	58
sgG5	GO.0043297	58
sgG5	GO.0045216	58
sgG5	GO.0086065	58
sgG5	GO.0007269	59
sgG5	GO.0031098	59
sgG5	GO.0050771	59
sgG5	GO.0099531	59
sgG5	GO.0099643	59
sgG5	GO.0000165	60
sgG5	GO.0007268	60
sgG5	GO.0007416	60
sgG5	GO.0019722	60
sgG5	GO.0031644	60
sgG5	GO.0035235	60
sgG5	GO.0042490	60
sgG5	GO.0048488	60
sgG5	GO.0050804	60
sgG5	GO.0050807	60
sgG5	GO.0050808	60
sgG5	GO.0051963	60
