ALG	Fn	C
wt2	GO.0002757	56
wt2	GO.0002758	56
wt2	GO.0007212	56
wt2	GO.0019933	56
wt2	GO.0050852	56
wt2	GO.0016571	59
wt2	GO.0034968	59
wt2	GO.0051568	59
wt2	GO.0098877	59
wt2	GO.0099072	59
wt2	GO.0099637	59
wt2	GO.0030258	62
wt2	GO.0000165	63
wt2	GO.0007411	63
wt2	GO.0007416	63
wt2	GO.0008361	63
wt2	GO.0010721	63
wt2	GO.0031345	63
wt2	GO.0032535	63
wt2	GO.0034330	63
wt2	GO.0045216	63
wt2	GO.0050768	63
wt2	GO.0050770	63
wt2	GO.0050771	63
wt2	GO.0050807	63
wt2	GO.0050808	63
wt2	GO.0051963	63
wt2	GO.0061387	63
wt2	GO.0007212	64
wt2	GO.0046058	64
wt2	GO.0048168	64
wt2	GO.0060074	64
wt2	GO.0099601	64
wt2	GO.0002757	65
wt2	GO.0002758	65
wt2	GO.0007411	65
wt2	GO.0008361	65
wt2	GO.0032535	65
wt2	GO.0043297	65
wt2	GO.0043406	65
wt2	GO.0048168	65
wt2	GO.0051403	65
wt2	GO.0050807	67
wt2	GO.0050922	67
wt2	GO.0051963	67
wt2	GO.0061387	70
wt2	GO.0006364	72
wt2	GO.0006614	72
wt2	GO.0019083	72
wt2	GO.0006979	73
wt2	GO.0009165	73
wt2	GO.0046058	73
wt2	GO.0016079	75
wt2	GO.0016458	76
wt2	GO.0032481	76
wt2	GO.0032608	76
wt2	GO.0032648	76
wt2	GO.0016571	77
wt2	GO.0043414	77
wt2	GO.0007223	81
wt2	GO.0034329	82
wt2	GO.0034330	82
wt2	GO.0042417	82
wt2	GO.0045216	82
wt2	GO.0070528	82
wt2	GO.0007212	83
wt2	GO.0007223	83
wt2	GO.0019933	83
wt2	GO.0055074	83
wt2	GO.0031346	84
wt2	GO.0050770	84
wt2	GO.0050807	85
wt2	GO.0007416	86
wt2	GO.0030278	86
wt2	GO.0050807	86
wt2	GO.0051963	86
wt2	GO.0010611	87
wt2	GO.0000165	89
wt2	GO.0006979	89
wt2	GO.0010721	89
wt2	GO.0030258	89
wt2	GO.0043491	89
wt2	GO.0048168	89
wt2	GO.0050768	89
wt2	GO.0050922	89
wt2	GO.0055074	89
wt2	GO.0034340	90
wt2	GO.0060337	90
wt2	GO.0060563	90
wt2	GO.0071357	90
wt2	GO.0098877	90
wt2	GO.0099072	90
wt2	GO.0099637	90
wt2	GO.0030258	91
wt2	GO.0050804	91
wt2	GO.0051591	91
wt2	GO.0055074	91
wt2	GO.0009165	92
wt2	GO.0048168	96
wt2	GO.0050804	96
wt2	GO.0099601	98
wt2	GO.0019933	100
wt2	GO.0051591	100
wt2	GO.0086065	100
wt2	GO.0009112	101
wt2	GO.0000165	103
wt2	GO.0002431	103
wt2	GO.0002757	103
wt2	GO.0007268	103
wt2	GO.0007411	103
wt2	GO.0007416	103
wt2	GO.0019722	103
wt2	GO.0019933	103
wt2	GO.0031345	103
wt2	GO.0031346	103
wt2	GO.0032288	103
wt2	GO.0032869	103
wt2	GO.0034329	103
wt2	GO.0034330	103
wt2	GO.0035235	103
wt2	GO.0038083	103
wt2	GO.0043491	103
wt2	GO.0048168	103
wt2	GO.0050804	103
wt2	GO.0050808	103
wt2	GO.0050852	103
wt2	GO.0055074	103
wt2	GO.0060078	103
wt2	GO.0099536	103
wt2	GO.0099537	103
wt2	GO.0099565	103
wt2	GO.0099601	103
wt2	GO.0007268	107
wt2	GO.0042417	107
wt2	GO.0050808	107
wt2	GO.0099536	107
wt2	GO.0099537	107
wt2	GO.0016458	109
wt2	GO.0018205	109
wt2	GO.0060074	110
wt2	GO.0070528	110
wt2	GO.0006364	111
wt2	GO.0006614	111
wt2	GO.0019083	111
wt2	GO.0034341	111
wt2	GO.0071346	111
wt2	GO.0006364	113
wt2	GO.0006614	113
wt2	GO.0019083	113
wt2	GO.0042552	114
wt2	GO.0050808	117
wt2	GO.0034329	118
wt2	GO.0034330	118
wt2	GO.0050853	118
wt2	GO.0051568	118
wt2	GO.0070528	118
wt2	GO.0007416	120
wt2	GO.0007212	121
wt2	GO.0098877	121
wt2	GO.0099072	121
wt2	GO.0099637	121
wt2	GO.0030258	125
wt2	GO.0002431	126
wt2	GO.0070528	126
wt2	GO.0008361	127
wt2	GO.0051591	127
wt2	GO.0061387	127
wt2	GO.0006364	128
wt2	GO.0006614	128
wt2	GO.0019083	128
wt2	GO.0019722	131
wt2	GO.0060078	131
wt2	GO.0086065	131
wt2	GO.0007268	133
wt2	GO.0007416	133
wt2	GO.0019722	133
wt2	GO.0031644	133
wt2	GO.0035235	133
wt2	GO.0042417	133
wt2	GO.0048488	133
wt2	GO.0050804	133
wt2	GO.0050807	133
wt2	GO.0050808	133
wt2	GO.0051963	133
wt2	GO.0055074	133
wt2	GO.0060078	133
wt2	GO.0098693	133
wt2	GO.0099003	133
wt2	GO.0099504	133
wt2	GO.0099536	133
wt2	GO.0099537	133
wt2	GO.0099565	133
wt2	GO.0099601	133
wt2	GO.2000300	133
wt2	GO.0019722	135
wt2	GO.0046058	135
wt2	GO.0048791	136
wt2	GO.0061025	136
wt2	GO.0099003	136
wt2	GO.0016079	137
wt2	GO.0019722	137
wt2	GO.0048791	137
wt2	GO.0098693	137
wt2	GO.2000300	137
wt2	GO.0032535	138
wt2	GO.0034329	138
wt2	GO.0034330	138
wt2	GO.0045216	138
wt2	GO.0050771	138
wt2	GO.0002218	139
wt2	GO.0002758	139
wt2	GO.0006979	139
wt2	GO.0007269	140
wt2	GO.0007416	140
wt2	GO.0050807	140
wt2	GO.0051963	140
wt2	GO.0099531	140
wt2	GO.0099643	140
wt2	GO.0048488	144
wt2	GO.0043414	145
wt2	GO.0050771	147
wt2	GO.0016571	149
wt2	GO.0030278	149
wt2	GO.0034968	149
wt2	GO.0043414	149
wt2	GO.0051568	149
wt2	GO.0034341	150
wt2	GO.0071346	150
wt2	GO.0008361	151
wt2	GO.0050771	151
wt2	GO.0061387	151
wt2	GO.0031098	154
wt2	GO.0034340	154
wt2	GO.0048488	156
wt2	GO.0006364	158
wt2	GO.0006614	158
wt2	GO.0008088	158
wt2	GO.0008089	158
wt2	GO.0019083	158
wt2	GO.0060074	158
wt2	GO.0098930	158
wt2	GO.0060078	159
wt2	GO.0086065	159
wt2	GO.0048660	160
wt2	GO.0086065	160
wt2	GO.0043491	161
wt2	GO.0001504	162
wt2	GO.0007268	162
wt2	GO.0007269	162
wt2	GO.0016079	162
wt2	GO.0016082	162
wt2	GO.0031629	162
wt2	GO.0098877	162
wt2	GO.0099003	162
wt2	GO.0099072	162
wt2	GO.0099504	162
wt2	GO.0099531	162
wt2	GO.0099536	162
wt2	GO.0099537	162
wt2	GO.0099637	162
wt2	GO.0099643	162
wt2	GO.0007212	164
wt2	GO.0019933	164
wt2	GO.0030278	164
wt2	GO.0048660	164
wt2	GO.0048661	164
wt2	GO.0050804	164
wt2	GO.0002218	166
wt2	GO.0002224	166
wt2	GO.0002757	166
wt2	GO.0002758	166
wt2	GO.0031644	166
wt2	GO.0048168	166
wt2	GO.0050804	166
wt2	GO.0050922	166
wt2	GO.0007268	167
wt2	GO.0007269	167
wt2	GO.0032288	167
wt2	GO.0034329	167
wt2	GO.0034330	167
wt2	GO.0043297	167
wt2	GO.0045216	167
wt2	GO.0099531	167
wt2	GO.0099536	167
wt2	GO.0099537	167
wt2	GO.0099643	167
wt2	GO.0010611	168
wt2	GO.0048660	168
wt2	GO.0048661	168
wt2	GO.0048488	169
wt2	GO.0034329	170
wt2	GO.0043297	170
wt2	GO.0030258	171
wt2	GO.0032535	172
wt2	GO.0043297	172
wt2	GO.0061387	172
wt2	GO.0006614	176
wt2	GO.0008088	178
wt2	GO.0032869	178
wt2	GO.0061025	178
wt2	GO.0098930	178
wt2	GO.0048660	179
wt2	GO.0048661	179
wt2	GO.0099601	179
wt2	GO.0008088	180
wt2	GO.0032535	181
wt2	GO.0050807	182
wt2	GO.0051963	182
wt2	GO.0007212	183
wt2	GO.0007416	183
wt2	GO.0042417	183
wt2	GO.0050807	183
wt2	GO.0051963	183
wt2	GO.0098877	183
wt2	GO.0099637	183
wt2	GO.0007416	184
wt2	GO.0030203	184
wt2	GO.0031346	184
wt2	GO.0032609	187
wt2	GO.0007416	192
wt2	GO.0034341	194
wt2	GO.0043491	194
wt2	GO.0071346	194
wt2	GO.0032479	195
wt2	GO.0032481	195
wt2	GO.0032606	195
wt2	GO.0010721	197
wt2	GO.0050768	197
wt2	GO.0032869	199
wt2	GO.0032609	200
wt2	GO.0002224	204
wt2	GO.0002431	205
wt2	GO.0007269	206
wt2	GO.0007411	206
wt2	GO.0007416	206
wt2	GO.0050807	206
wt2	GO.0051963	206
wt2	GO.0060074	206
wt2	GO.0060078	206
wt2	GO.0099531	206
wt2	GO.0099565	206
wt2	GO.0099643	206
wt2	GO.0009165	207
wt2	GO.0019722	207
wt2	GO.0046058	207
wt2	GO.0086065	207
wt2	GO.0006364	208
wt2	GO.0006614	208
wt2	GO.0019083	208
wt2	GO.0007269	209
wt2	GO.0016079	209
wt2	GO.0099003	209
wt2	GO.0099504	209
wt2	GO.0099531	209
wt2	GO.0099643	209
wt2	GO.0006364	216
wt2	GO.0006614	216
wt2	GO.0019083	216
wt2	GO.0010611	217
wt2	GO.0030258	217
wt2	GO.0031644	217
wt2	GO.0032288	217
wt2	GO.0042552	217
wt2	GO.0032535	223
wt2	GO.0002224	224
wt2	GO.0009165	225
wt2	GO.0010737	225
wt2	GO.0046058	225
wt2	GO.0070528	225
wt2	GO.0007416	230
wt2	GO.0008361	230
wt2	GO.0042490	230
wt2	GO.0050807	230
wt2	GO.0051963	230
wt2	GO.0061387	230
wt2	GO.0030203	231
wt2	GO.0006364	232
wt2	GO.0006614	232
wt2	GO.0019083	232
wt2	GO.0016079	233
wt2	GO.0048168	233
wt2	GO.0048791	233
wt2	GO.0060078	233
wt2	GO.0098693	233
wt2	GO.0099565	233
wt2	GO.2000300	233
wt2	GO.0002218	238
wt2	GO.0002224	238
wt2	GO.0002758	238
wt2	GO.0032479	238
wt2	GO.0032481	238
wt2	GO.0032606	238
wt2	GO.0032608	238
wt2	GO.0032609	238
wt2	GO.0032648	238
wt2	GO.0009755	239
wt2	GO.0016458	239
wt2	GO.0016571	239
wt2	GO.0018205	239
wt2	GO.0034968	239
wt2	GO.0043414	239
wt2	GO.0051568	239
wt2	GO.0006614	240
wt2	GO.0002431	241
wt2	GO.0042552	241
wt2	GO.0002431	242
wt2	GO.0032869	242
wt2	GO.0007411	243
wt2	GO.0008361	243
wt2	GO.0048846	243
wt2	GO.0050770	243
wt2	GO.0061387	243
wt2	GO.0030258	244
wt2	GO.0031668	248
wt2	GO.0030258	249
wt2	GO.0010721	250
wt2	GO.0034329	250
wt2	GO.0006364	251
wt2	GO.0006614	251
wt2	GO.0019083	251
wt2	GO.0007269	252
wt2	GO.0016079	252
wt2	GO.0032869	252
wt2	GO.0099003	252
wt2	GO.0099504	252
wt2	GO.0099531	252
wt2	GO.0099643	252
wt2	GO.0030258	253
wt2	GO.0009165	258
wt2	GO.0016458	258
wt2	GO.0018205	258
wt2	GO.0019083	258
wt2	GO.0031668	258
wt2	GO.0031929	258
wt2	GO.0032869	258
wt2	GO.0007212	260
wt2	GO.0007223	260
wt2	GO.0019933	260
wt2	GO.0009165	261
wt2	GO.0019722	261
wt2	GO.0030278	261
wt2	GO.0034329	261
wt2	GO.0035235	261
wt2	GO.0038083	261
wt2	GO.0043406	261
wt2	GO.0051403	261
wt2	GO.0051591	261
wt2	GO.0060078	261
wt2	GO.0099565	261
wt2	GO.0099601	261
wt2	GO.0048488	262
wt2	GO.0010721	263
wt2	GO.0018205	263
wt2	GO.0031345	263
wt2	GO.0050768	263
wt2	GO.0001504	267
wt2	GO.0031668	267
wt2	GO.0000165	268
wt2	GO.0002218	268
wt2	GO.0002224	268
wt2	GO.0002757	268
wt2	GO.0002758	268
wt2	GO.0002218	273
wt2	GO.0002224	273
wt2	GO.0002758	273
wt2	GO.0008361	274
wt2	GO.0009165	274
wt2	GO.0031668	274
wt2	GO.0031929	274
wt2	GO.0031668	275
wt2	GO.0009755	276
wt2	GO.0034341	276
wt2	GO.0060333	276
wt2	GO.0071346	276
wt2	GO.0048168	277
wt2	GO.0050922	277
wt2	GO.0099601	277
wt2	GO.0007411	278
wt2	GO.0010721	278
wt2	GO.0031345	278
wt2	GO.0050768	278
wt2	GO.0050807	278
wt2	GO.0007411	279
wt2	GO.0010721	279
wt2	GO.0050768	279
wt2	GO.0008361	280
wt2	GO.0010721	280
wt2	GO.0050768	280
wt2	GO.0050771	280
wt2	GO.0061387	280
wt2	GO.0009165	281
wt2	GO.0030258	281
wt2	GO.0006364	285
wt2	GO.0006614	285
wt2	GO.0007416	285
wt2	GO.0008361	285
wt2	GO.0009165	285
wt2	GO.0019083	285
wt2	GO.0031668	285
wt2	GO.0050770	285
wt2	GO.0050807	285
wt2	GO.0051963	285
wt2	GO.0061387	285
wt2	GO.0008361	286
wt2	GO.0030278	286
wt2	GO.0061387	286
wt2	GO.0007411	287
wt2	GO.0030203	287
wt2	GO.0032288	287
wt2	GO.0042552	287
wt2	GO.0030258	292
wt2	GO.0034341	295
wt2	GO.0030258	297
wt2	GO.0030258	299
wt2	GO.0031929	299
wt2	GO.0007212	301
wt2	GO.0008361	301
wt2	GO.0019933	301
wt2	GO.0042490	301
wt2	GO.0043491	301
wt2	GO.0050852	301
wt2	GO.0060563	301
wt2	GO.0030203	302
wt2	GO.0016458	307
wt2	GO.0031668	307
wt2	GO.0034329	307
wt2	GO.0043406	307
wt2	GO.0050853	308
wt2	GO.0009755	309
wt2	GO.0006364	314
wt2	GO.0006614	314
wt2	GO.0019083	314
wt2	GO.0042490	315
wt2	GO.0019722	316
wt2	GO.0086065	316
wt2	GO.0007268	320
wt2	GO.0035235	320
wt2	GO.0046058	320
wt2	GO.0060078	320
wt2	GO.0099536	320
wt2	GO.0099537	320
wt2	GO.0099565	320
wt2	GO.0030258	322
wt2	GO.0034329	323
wt2	GO.0043297	323
wt2	GO.0046058	323
wt2	GO.0032869	328
wt2	GO.0031668	329
wt2	GO.0031929	1216
wt2	GO.0032535	1216
wt2	GO.0034329	1218
wt2	GO.0043297	1218
wt2	GO.0000165	1219
wt2	GO.0002757	1219
wt2	GO.0006979	1219
wt2	GO.0007268	1219
wt2	GO.0008361	1219
wt2	GO.0010721	1219
wt2	GO.0030258	1219
wt2	GO.0031098	1219
wt2	GO.0031345	1219
wt2	GO.0031346	1219
wt2	GO.0031668	1219
wt2	GO.0031929	1219
wt2	GO.0032535	1219
wt2	GO.0032869	1219
wt2	GO.0034329	1219
wt2	GO.0034330	1219
wt2	GO.0042552	1219
wt2	GO.0043406	1219
wt2	GO.0043491	1219
wt2	GO.0045216	1219
wt2	GO.0048660	1219
wt2	GO.0050768	1219
wt2	GO.0050770	1219
wt2	GO.0050804	1219
wt2	GO.0050808	1219
wt2	GO.0050852	1219
wt2	GO.0051403	1219
wt2	GO.0099536	1219
wt2	GO.0099537	1219
wt2	GO.0007269	1220
wt2	GO.0016079	1220
wt2	GO.0048488	1220
wt2	GO.0061025	1220
wt2	GO.0098693	1220
wt2	GO.0099003	1220
wt2	GO.0099504	1220
wt2	GO.0099643	1220
wt2	GO.0000165	1221
wt2	GO.0002431	1221
wt2	GO.0002757	1221
wt2	GO.0002758	1221
wt2	GO.0007411	1221
wt2	GO.0007416	1221
wt2	GO.0010721	1221
wt2	GO.0031098	1221
wt2	GO.0031346	1221
wt2	GO.0032535	1221
wt2	GO.0032869	1221
wt2	GO.0034330	1221
wt2	GO.0034340	1221
wt2	GO.0038083	1221
wt2	GO.0043406	1221
wt2	GO.0043491	1221
wt2	GO.0045216	1221
wt2	GO.0050768	1221
wt2	GO.0050770	1221
wt2	GO.0050807	1221
wt2	GO.0050852	1221
wt2	GO.0051403	1221
wt2	GO.0060333	1221
wt2	GO.0060337	1221
wt2	GO.0071346	1221
wt2	GO.0071357	1221
wt2	GO.0008088	1222
wt2	GO.0098930	1222
wt2	GO.0009112	1224
wt2	GO.0008088	1225
wt2	GO.0008089	1225
wt2	GO.0008361	1225
wt2	GO.0098930	1225
wt2	GO.0010721	1226
wt2	GO.0031345	1226
wt2	GO.0034329	1226
wt2	GO.0050768	1226
wt2	GO.0050770	1226
wt2	GO.0050771	1226
wt2	GO.0007223	1227
wt2	GO.0061025	1229
wt2	GO.0007411	1230
wt2	GO.0043406	1230
wt2	GO.0043491	1231
wt2	GO.0008088	1232
wt2	GO.0034330	1232
wt2	GO.0045216	1232
wt2	GO.0060563	1232
wt2	GO.0061387	1232
wt2	GO.0086065	1232
wt2	GO.0098930	1232
wt2	GO.2000300	1233
wt2	GO.0000165	1235
wt2	GO.0010737	1235
wt2	GO.0050922	1235
wt2	GO.0031668	1236
wt2	GO.0048791	1236
wt2	GO.0060074	1236
wt2	GO.0007269	1237
wt2	GO.0016458	1237
wt2	GO.0018205	1237
wt2	GO.0019083	1237
wt2	GO.0086065	1237
wt2	GO.0099531	1237
wt2	GO.0099643	1237
wt2	GO.0006364	1238
wt2	GO.0008361	1238
wt2	GO.0016571	1238
wt2	GO.0032869	1238
wt2	GO.0034968	1238
wt2	GO.0043414	1238
wt2	GO.0051568	1238
wt2	GO.0007268	1239
wt2	GO.0019933	1239
wt2	GO.0031346	1239
wt2	GO.0051591	1239
wt2	GO.0098693	1239
wt2	GO.0099536	1239
wt2	GO.0099537	1239
wt2	GO.0007223	1240
wt2	GO.0010611	1240
wt2	GO.0010721	1240
wt2	GO.0016458	1240
wt2	GO.0019722	1240
wt2	GO.0031345	1240
wt2	GO.0050768	1240
wt2	GO.0060078	1240
wt2	GO.0099565	1240
wt2	GO.0030203	1241
wt2	GO.0002218	1244
wt2	GO.0002224	1244
wt2	GO.0002756	1244
wt2	GO.0002757	1244
wt2	GO.0002758	1244
wt2	GO.0032479	1244
wt2	GO.0032480	1244
wt2	GO.0032481	1244
wt2	GO.0032606	1244
wt2	GO.0032608	1244
wt2	GO.0032648	1244
wt2	GO.0007223	1245
wt2	GO.0007411	1245
wt2	GO.0086065	1245
wt2	GO.0030203	1246
wt2	GO.0019722	1247
wt2	GO.0030278	1247
wt2	GO.0048661	1247
wt2	GO.0055074	1247
wt2	GO.0086065	1247
wt2	GO.0006979	1248
wt2	GO.0018205	1249
wt2	GO.0032288	1249
wt2	GO.0086065	1249
wt2	GO.0006364	1251
wt2	GO.0006614	1251
wt2	GO.0019083	1251
wt2	GO.0000165	1252
wt2	GO.0002431	1252
wt2	GO.0002757	1252
wt2	GO.0007268	1252
wt2	GO.0010611	1252
wt2	GO.0031346	1252
wt2	GO.0031929	1252
wt2	GO.0032869	1252
wt2	GO.0046058	1252
wt2	GO.0050770	1252
wt2	GO.0050804	1252
wt2	GO.0055074	1252
wt2	GO.0060078	1252
wt2	GO.0070528	1252
wt2	GO.0099536	1252
wt2	GO.0099537	1252
wt2	GO.0099565	1252
wt2	GO.0048791	1253
wt2	GO.2000300	1253
wt2	GO.0006364	1254
wt2	GO.0006614	1254
wt2	GO.0019083	1254
wt2	GO.0007269	1255
wt2	GO.0016079	1255
wt2	GO.0048488	1255
wt2	GO.0048791	1255
wt2	GO.0099003	1255
wt2	GO.0099504	1255
wt2	GO.0099531	1255
wt2	GO.0099643	1255
wt2	GO.0000165	1256
wt2	GO.0002218	1256
wt2	GO.0002224	1256
wt2	GO.0002756	1256
wt2	GO.0002757	1256
wt2	GO.0002758	1256
wt2	GO.0007223	1256
wt2	GO.0032479	1256
wt2	GO.0032480	1256
wt2	GO.0032606	1256
wt2	GO.0032608	1256
wt2	GO.0032648	1256
wt2	GO.0048168	1258
wt2	GO.0002431	1259
wt2	GO.0002757	1259
wt2	GO.0009165	1259
wt2	GO.0032535	1259
wt2	GO.0034329	1259
wt2	GO.0034330	1259
wt2	GO.0046058	1259
wt2	GO.0048660	1261
wt2	GO.0048661	1261
wt2	GO.0019722	1262
wt2	GO.0051591	1262
wt2	GO.0007268	1263
wt2	GO.0031629	1263
wt2	GO.0048168	1263
wt2	GO.0050804	1263
wt2	GO.0061025	1263
wt2	GO.0098877	1263
wt2	GO.0099072	1263
wt2	GO.0099536	1263
wt2	GO.0099537	1263
wt2	GO.0099637	1263
wt2	GO.2000300	1263
wt2	GO.0002431	1265
wt2	GO.0002757	1265
wt2	GO.0008361	1265
wt2	GO.0016079	1265
wt2	GO.0031644	1265
wt2	GO.0032535	1265
wt2	GO.0032869	1265
wt2	GO.0061387	1265
wt2	GO.0098693	1265
wt2	GO.0099003	1265
wt2	GO.0099504	1265
wt2	GO.2000300	1265
wt2	GO.0008088	1267
wt2	GO.0008089	1267
wt2	GO.0010737	1267
wt2	GO.0098930	1267
wt2	GO.0006614	1268
wt2	GO.0043491	1272
wt2	GO.0007268	1273
wt2	GO.0007269	1273
wt2	GO.0032480	1273
wt2	GO.0032608	1273
wt2	GO.0032648	1273
wt2	GO.0099531	1273
wt2	GO.0099536	1273
wt2	GO.0099537	1273
wt2	GO.0099643	1273
wt2	GO.0030203	1274
wt2	GO.0034341	1275
wt2	GO.0071346	1275
wt2	GO.0007268	1276
wt2	GO.0016079	1276
wt2	GO.0048488	1276
wt2	GO.0048791	1276
wt2	GO.0099536	1276
wt2	GO.0099537	1276
wt2	GO.0007268	1277
wt2	GO.0019722	1277
wt2	GO.0032609	1277
wt2	GO.0099536	1277
wt2	GO.0099537	1277
wt2	GO.0009112	1278
wt2	GO.0009165	1278
wt2	GO.0051591	1278
wt2	GO.0016571	1279
wt2	GO.0018205	1279
wt2	GO.0034968	1279
wt2	GO.0043414	1279
wt2	GO.0030203	1280
wt2	GO.0010721	1282
wt2	GO.0031345	1282
wt2	GO.0050768	1282
wt2	GO.0030258	1284
wt2	GO.0034329	1284
wt2	GO.0002218	1285
wt2	GO.0002758	1285
wt2	GO.0032480	1285
wt2	GO.0034340	1285
wt2	GO.0060337	1285
wt2	GO.0071357	1285
wt2	GO.0051403	1287
wt2	GO.0006364	1289
wt2	GO.0006614	1289
wt2	GO.0019083	1289
sgG1_2	GO.0030258	1
sgG1_2	GO.0007416	3
sgG1_2	GO.0035235	3
sgG1_2	GO.0050807	3
sgG1_2	GO.0051963	3
sgG1_2	GO.0060078	3
sgG1_2	GO.0099565	3
sgG1_2	GO.0006614	4
sgG1_2	GO.0002431	6
sgG1_2	GO.0002757	6
sgG1_2	GO.0002218	9
sgG1_2	GO.0002758	9
sgG1_2	GO.0006979	9
sgG1_2	GO.0018205	9
sgG1_2	GO.0007268	10
sgG1_2	GO.0034330	10
sgG1_2	GO.0099536	10
sgG1_2	GO.0099537	10
sgG1_2	GO.0006979	12
sgG1_2	GO.0051591	12
sgG1_2	GO.0086065	12
sgG1_2	GO.0019722	17
sgG1_2	GO.0046058	17
sgG1_2	GO.0009112	18
sgG1_2	GO.0051591	18
sgG1_2	GO.0007268	19
sgG1_2	GO.0007269	19
sgG1_2	GO.0034330	19
sgG1_2	GO.0045216	19
sgG1_2	GO.0099531	19
sgG1_2	GO.0099536	19
sgG1_2	GO.0099537	19
sgG1_2	GO.0099643	19
sgG1_2	GO.0006979	21
sgG1_2	GO.0010721	21
sgG1_2	GO.0030203	21
sgG1_2	GO.0048168	21
sgG1_2	GO.0050808	21
sgG1_2	GO.0002224	22
sgG1_2	GO.0007268	22
sgG1_2	GO.0031644	22
sgG1_2	GO.0048168	22
sgG1_2	GO.0050804	22
sgG1_2	GO.0099536	22
sgG1_2	GO.0099537	22
sgG1_2	GO.0050807	23
sgG1_2	GO.0009165	25
sgG1_2	GO.0010737	25
sgG1_2	GO.0042490	25
sgG1_2	GO.0046058	25
sgG1_2	GO.0060563	25
sgG1_2	GO.0070528	25
sgG1_2	GO.0030258	28
sgG1_2	GO.0007416	30
sgG1_2	GO.0050807	30
sgG1_2	GO.0050922	30
sgG1_2	GO.0051963	30
sgG1_2	GO.0009112	31
sgG1_2	GO.0009755	33
sgG1_2	GO.0055074	33
sgG1_2	GO.0000165	34
sgG1_2	GO.0007223	34
sgG1_2	GO.0010721	34
sgG1_2	GO.0019722	34
sgG1_2	GO.0030258	34
sgG1_2	GO.0030278	34
sgG1_2	GO.0031098	34
sgG1_2	GO.0031346	34
sgG1_2	GO.0034340	34
sgG1_2	GO.0038083	34
sgG1_2	GO.0043406	34
sgG1_2	GO.0043491	34
sgG1_2	GO.0048660	34
sgG1_2	GO.0048661	34
sgG1_2	GO.0050768	34
sgG1_2	GO.0050804	34
sgG1_2	GO.0051403	34
sgG1_2	GO.0051591	34
sgG1_2	GO.0060337	34
sgG1_2	GO.0071357	34
sgG1_2	GO.0000165	35
sgG1_2	GO.0002757	35
sgG1_2	GO.0006979	35
sgG1_2	GO.0007268	35
sgG1_2	GO.0030203	35
sgG1_2	GO.0030278	35
sgG1_2	GO.0031098	35
sgG1_2	GO.0031668	35
sgG1_2	GO.0031929	35
sgG1_2	GO.0032869	35
sgG1_2	GO.0042552	35
sgG1_2	GO.0043406	35
sgG1_2	GO.0043491	35
sgG1_2	GO.0048660	35
sgG1_2	GO.0050852	35
sgG1_2	GO.0051403	35
sgG1_2	GO.0099536	35
sgG1_2	GO.0099537	35
sgG1_2	GO.0006364	36
sgG1_2	GO.0006614	36
sgG1_2	GO.0016079	36
sgG1_2	GO.0019083	36
sgG1_2	GO.0031098	36
sgG1_2	GO.0031346	36
sgG1_2	GO.0048488	36
sgG1_2	GO.0098693	36
sgG1_2	GO.0099003	36
sgG1_2	GO.0099504	36
sgG1_2	GO.0000165	37
sgG1_2	GO.0002757	37
sgG1_2	GO.0006979	37
sgG1_2	GO.0007223	37
sgG1_2	GO.0007416	37
sgG1_2	GO.0008361	37
sgG1_2	GO.0010721	37
sgG1_2	GO.0031098	37
sgG1_2	GO.0032535	37
sgG1_2	GO.0034329	37
sgG1_2	GO.0034330	37
sgG1_2	GO.0038083	37
sgG1_2	GO.0043406	37
sgG1_2	GO.0043491	37
sgG1_2	GO.0045216	37
sgG1_2	GO.0050768	37
sgG1_2	GO.0050808	37
sgG1_2	GO.0050852	37
sgG1_2	GO.0051403	37
sgG1_2	GO.0051591	37
sgG1_2	GO.0060563	37
sgG1_2	GO.0098693	37
sgG1_2	GO.0099504	37
sgG1_2	GO.0007223	38
sgG1_2	GO.0019722	38
sgG1_2	GO.0050853	38
sgG1_2	GO.0055074	38
sgG1_2	GO.0086065	38
sgG1_2	GO.0002431	39
sgG1_2	GO.0002757	39
sgG1_2	GO.0002758	39
sgG1_2	GO.0007411	39
sgG1_2	GO.0008361	39
sgG1_2	GO.0010721	39
sgG1_2	GO.0031098	39
sgG1_2	GO.0031346	39
sgG1_2	GO.0032535	39
sgG1_2	GO.0032869	39
sgG1_2	GO.0034329	39
sgG1_2	GO.0034330	39
sgG1_2	GO.0050768	39
sgG1_2	GO.0050770	39
sgG1_2	GO.0050771	39
sgG1_2	GO.0050852	39
sgG1_2	GO.0061387	39
sgG1_2	GO.0000165	42
sgG1_2	GO.0002218	42
sgG1_2	GO.0002431	42
sgG1_2	GO.0002757	42
sgG1_2	GO.0002758	42
sgG1_2	GO.0006979	42
sgG1_2	GO.0007212	42
sgG1_2	GO.0007268	42
sgG1_2	GO.0008361	42
sgG1_2	GO.0010611	42
sgG1_2	GO.0010721	42
sgG1_2	GO.0019722	42
sgG1_2	GO.0030278	42
sgG1_2	GO.0031668	42
sgG1_2	GO.0031929	42
sgG1_2	GO.0032535	42
sgG1_2	GO.0032869	42
sgG1_2	GO.0034341	42
sgG1_2	GO.0035235	42
sgG1_2	GO.0043297	42
sgG1_2	GO.0043491	42
sgG1_2	GO.0048660	42
sgG1_2	GO.0048661	42
sgG1_2	GO.0050768	42
sgG1_2	GO.0050770	42
