ENTREZ.ID	GENE.NAME	DEGREE	SR_UP	SR_DOWN
8777	MPDZ	6	0.667555611409356	0.668033339265006
23534	TNPO3	12	0.667273154535376	0.668033210008948
23581	CASP14	1	0.667880353534652	0.66802332332814
7082	TJP1	16	0.667580221589703	0.667963658820425
54734	RAB39A	6	0.667608002383318	0.668026524983027
8448	DOC2A	3	0.667709406296981	0.668032970066842
2944	GSTM1	2	0.667789672531596	0.668029532657405
547	KIF1A	11	0.667627160032644	0.667989166400573
85376	RIMBP3	10	0.667485258300602	0.668015081107558
3839	KPNA3	13	0.667487800226835	0.667996605340322
11069	RAPGEF4	6	0.667560433008828	0.668033004524888
8481	OFD1	106	0.668351447098213	0.667330870743144
29855	UBN1	3	0.66777350018046	0.668023852068152
220988	HNRNPA3	10	0.667677967821732	0.667989758299134
28958	COA3	2	0.667774710471419	0.668031684172944
4440	MSI1	2	0.667800063017018	0.668026991655692
5119	CHMP1A	11	0.667433808823979	0.668018004916689
27183	VPS4A	6	0.667496955110166	0.668042092958655
79643	CHMP6	8	0.667409842559455	0.668044445579536
26133	TRPC4AP	4	0.667629599030551	0.668037051842101
80781	COL18A1	1	0.667920656610733	0.668017530885571
55614	KIF16B	5	0.667784164144354	0.668007996814428
221178	SPATA13	2	0.667804910640577	0.668029024823001
1264	CNN1	3	0.667768407656058	0.668024298688025
192666	KRT24	19	0.667378949233254	0.667971425050728
200844	C3orf67	1	0.667885104488838	0.668022559748425
57795	BRINP2	1	0.66793303048594	0.668015912245735
10276	NET1	8	0.667665376399569	0.668003495079992
148753	FAM163A	3	0.667743161870728	0.668027866277936
421	ARVCF	3	0.66776883548401	0.668026165033261
166647	ADGRA3	3	0.667750626960224	0.668027363963535
30845	EHD3	7	0.667493045199954	0.66803567660008
83604	TMEM47	1	0.667869768194221	0.668025199094217
80184	CEP290	40	0.667358148423096	0.667846521198726
4133	MAP2	9	0.667519195125238	0.668020026610351
10380	BPNT1	1	0.667897549916325	0.668020697615148
5756	TWF1	3	0.667835841152358	0.668014872589046
10612	TRIM3	10	0.667388739536308	0.668030744411013
23154	NCDN	4	0.667754836155761	0.668018889871417
463	ZFHX3	13	0.667606170489334	0.667980258726102
8030	CCDC6	6	0.667708394682629	0.668011378576991
29944	PNMA3	2	0.667833859764539	0.6680221409713
196374	KRT78	10	0.667647109664866	0.667992499679375
115817	DHRS1	3	0.667796615347206	0.668020201215206
27132	CPNE7	6	0.66764451180707	0.668026173622545
112939	NACC1	8	0.667434064736287	0.668037600707257
152206	CCDC13	16	0.66749130223421	0.667975427443063
89	ACTN3	15	0.667277977037804	0.668019953961419
2686	GGT7	1	0.667887850917929	0.668022133818597
340527	NHSL2	13	0.667546197450865	0.667986499415642
148252	DIRAS1	3	0.667784739326971	0.668021643242717
23294	ANKS1A	27	0.667402031492542	0.66792047780299
54785	BORCS6	17	0.667362510993857	0.667989312418003
11178	LZTS1	35	0.667335851631494	0.667876744675918
3885	KRT34	70	0.667245995740185	0.667691976959629
22841	RAB11FIP2	11	0.667479444626836	0.668010468828842
342574	KRT27	58	0.667069071076691	0.667779836401936
55346	TCP11L1	9	0.667439564015696	0.668031481457564
6627	SNRPA1	4	0.667839363197566	0.668007505359326
55719	SLF2	2	0.667891578036293	0.668014342080096
23233	EXOC6B	3	0.667712187837109	0.668032298582801
10920	COPS8	2	0.667839122915966	0.668021781083064
5814	PURB	2	0.667865126293083	0.66801795450156
3868	KRT16	33	0.667122066938691	0.667921225243274
23780	APOL2	8	0.667543850255086	0.668024080741737
29965	CDIP1	8	0.667583036031995	0.668015533882041
5887	RAD23B	14	0.667514293675867	0.667985646200565
53916	RAB4B	4	0.667689527812742	0.668027942941195
642938	INSYN2A	1	0.667921760268922	0.668017385016555
84305	PYM1	4	0.667747792373412	0.668020148638505
51350	KRT76	18	0.667540025134947	0.667955114443209
3299	HSF4	10	0.667481873772381	0.668017489453287
143098	MPP7	10	0.667670081180467	0.667992226438261
114991	ZNF618	3	0.667719022016878	0.668032566226562
3886	KRT35	36	0.667140844304138	0.667899755530084
388336	SHISA6	11	0.66757374392261	0.667996786544709
11011	TLK2	1	0.667892607050798	0.66802141789285
8618	CADPS	15	0.667313014894672	0.668008874200519
121391	KRT74	8	0.667668824149599	0.66800280035255
199953	TMEM201	10	0.667464876935608	0.66802082334239
29982	NRBF2	9	0.667610486707482	0.668006671732309
5414	SEPTIN4	8	0.667453859014262	0.668034886662126
3892	KRT86	17	0.667493126624664	0.667968648297765
728116	ZBTB8B	5	0.667680934099069	0.668021960264291
5705	PSMC5	22	0.667197818809592	0.667983470428656
27239	GPR162	2	0.667869279190173	0.668017242721853
5836	PYGL	8	0.667489604686115	0.66803502268506
23251	MINAR1	4	0.667634751023721	0.668036272128186
3888	KRT82	8	0.667705540785671	0.667997989948987
104	ADARB1	4	0.667613123753875	0.66803988827802
123591	TMEM266	1	0.667927848435488	0.668016585984351
84376	HOOK3	91	0.667163138825359	0.66760297883262
4741	NEFM	6	0.667765564088601	0.668003599309151
23170	TTLL12	6	0.667634241650975	0.668023558870539
25999	CLIP3	3	0.667887323366558	0.668008013934313
9119	KRT75	48	0.667672840634988	0.667750943103375
150962	PUS10	6	0.667521565180976	0.668039879752283
64599	GIGYF1	11	0.667584723522561	0.667996133093176
56947	MFF	34	0.66692594616486	0.66794609344104
7458	EIF4H	5	0.667745419776908	0.668013841745167
8175	SF3A2	11	0.66754601289123	0.668000918870101
22905	EPN2	18	0.667491754397237	0.667966898501928
55342	STRBP	11	0.6675019487636	0.668008208606475
29119	CTNNA3	21	0.667108442280025	0.667999896659672
23598	PATZ1	14	0.667385077623733	0.668002338403498
84823	LMNB2	16	0.66745735597439	0.667981552624588
8087	FXR1	25	0.667424155163071	0.667930830462073
10447	FAM3C	13	0.667349167759631	0.668015981107586
26049	FAM169A	5	0.667747339749463	0.668013345710596
83892	KCTD10	4	0.667700644740458	0.668026392112591
55735	DNAJC11	12	0.667625218593222	0.66798331266301
28956	LAMTOR2	3	0.667748239096851	0.668027479592844
131034	CPNE4	15	0.66716378950221	0.668031769397167
51560	RAB6B	4	0.667682652283236	0.668031250416361
1809	DPYSL3	7	0.667683491108393	0.668009021138228
151963	MB21D2	10	0.667548877960467	0.668007336509812
145773	FAM81A	3	0.667795655802836	0.668020284760247
25824	PRDX5	4	0.667705668874129	0.668025739038529
5983	RFC3	5	0.667739683722642	0.66801486391138
147906	DACT3	1	0.667876623432372	0.668023952097833
400673	VMAC	4	0.667737213679419	0.668021274139017
784	CACNB3	8	0.667449933984073	0.668036439104671
10651	MTX2	7	0.667759572031222	0.667997416270361
29941	PKN3	5	0.667742300541216	0.668015657180619
55128	TRIM68	2	0.667821059439895	0.668024561696395
26031	OSBPL3	6	0.667604458657046	0.668025833493578
7411	VBP1	12	0.667545921810397	0.667996432459572
22890	ZBTB1	5	0.667695665690712	0.668026011610439
23762	OSBP2	4	0.667745751083053	0.668019953277849
51668	HSPB11	5	0.667594181556831	0.668035833546649
54676	GTPBP2	5	0.667736919502799	0.668014177605604
51678	MPP6	13	0.667155405344545	0.66804613144511
8689	KRT36	26	0.667274807779786	0.667942255733394
126133	ALDH16A1	1	0.667900928879651	0.668020216537102
347	APOD	9	0.667456983854018	0.668029877684268
2239	GPC4	3	0.667825820410077	0.668016062442091
145567	TTC7B	2	0.667744111228681	0.668037430362184
84516	DCTN5	3	0.667832393897263	0.668015317024144
5833	PCYT2	5	0.667645274590423	0.668028560140578
56997	COQ8A	5	0.667573706800682	0.668037914783348
23544	SEZ6L	4	0.667761518290183	0.668017963880694
51534	VTA1	7	0.667547507460493	0.668027447185737
387849	REP15	1	0.667874535202566	0.668024317866124
2957	GTF2A1	6	0.667697426359375	0.668015139030988
81	ACTN4	19	0.667421523913501	0.667966854171877
23244	PDS5A	6	0.667762359027162	0.668004586831304
3608	ILF2	7	0.667663128017255	0.668011591975316
3046	HBE1	2	0.667789679631947	0.668028545124532
284119	CAVIN1	11	0.667407677095229	0.668029620613631
259173	ALS2CL	3	0.667650105370402	0.668043707299467
5524	PTPA	13	0.667285333434472	0.668035435476466
57414	RHBDD2	27	0.666966086257158	0.667997652884374
31	ACACA	12	0.667568999189047	0.66799136648904
134829	CLVS2	11	0.667164457423826	0.668062350902954
80851	SH3BP5L	6	0.667612390596698	0.66802559046889
65009	NDRG4	16	0.667120741893401	0.668033008667101
80212	CCDC92	7	0.667694777805697	0.668006315532162
401647	GOLGA7B	1	0.667928133121883	0.668016548831977
3861	KRT14	21	0.667270883972117	0.667978163193454
197322	ACSF3	4	0.667760331249689	0.668019595805122
3241	HPCAL1	4	0.66762037422343	0.66804044346698
3882	KRT32	4	0.667715253487617	0.668024331435303
8453	CUL2	7	0.667645473682405	0.66801430138923
23657	SLC7A11	4	0.667882167951025	0.668002646227425
8883	NAE1	5	0.667588220999533	0.668036143897764
23052	ENDOD1	2	0.667840599387157	0.668023438667333
25801	GCA	3	0.667685965661141	0.668036939019722
154043	CNKSR3	6	0.667657449607705	0.668020040663639
122961	ISCA2	3	0.667728921334937	0.668029630366693
26507	CNNM1	1	0.66787855549285	0.668023622791323
149111	CNIH3	5	0.667651508256528	0.668027143149387
220164	DOK6	4	0.667703806562031	0.668027078667284
3012	H2AC8	40	0.667175725826342	0.667879775082139
93974	ATP5IF1	10	0.667546654774474	0.668009201847141
10827	FAM114A2	9	0.667477735763433	0.66802651777747
23151	GRAMD4	3	0.667721540093265	0.668031054168603
375567	VWC2	11	0.66731344169484	0.668041325316061
51741	WWOX	26	0.66738867264822	0.667930229139273
9238	TBRG4	8	0.667484319892728	0.668029444940967
402117	VWC2L	1	0.667872262486878	0.668024729196615
6726	SRP9	7	0.667628256768149	0.668018440794004
5873	RAB27A	11	0.66762329797635	0.667991952551425
9079	LDB2	6	0.667599331873167	0.668029125912277
126006	PCP2	4	0.667655543902642	0.668032850629572
64434	NOM1	3	0.667869955097864	0.66801025695166
79711	IPO4	4	0.667728656508194	0.668022784592193
2572	GAD2	10	0.667358608182267	0.668035651767544
54769	DIRAS2	1	0.667892607050798	0.66802141789285
23349	PHF24	2	0.667821187092127	0.66802381165582
60484	HAPLN2	13	0.667530500342157	0.667989255230951
57826	RAP2C	4	0.667896208900591	0.668000441120638
51101	ZC2HC1A	9	0.667653540092467	0.667998166700109
23138	N4BP3	4	0.667677538175038	0.668035991936429
64854	USP46	9	0.667478005547349	0.668025549099672
9559	VPS26A	8	0.667423552789484	0.668040699499856
2110	ETFDH	2	0.667781136414276	0.668031242219922
116151	FAM210B	21	0.666944594382424	0.668027454965772
93380	MMGT1	21	0.667240559701071	0.667982748926605
23066	CAND2	5	0.667615644771508	0.668031550435944
255057	CBARP	8	0.667635203971486	0.668017420128831
26515	TIMM10B	3	0.667772843151232	0.668023420042728
493856	CISD2	21	0.667120859944242	0.668003907681001
51606	ATP6V1H	5	0.667611378646252	0.6680347866549
513	ATP5F1D	4	0.667739766771955	0.668022852851573
27065	NSG1	8	0.667450757375701	0.668035488648283
112936	VPS26B	2	0.667770831882454	0.668031748326729
219738	FAM241B	7	0.667543823163146	0.668027540306042
51075	TMX2	45	0.666588159282604	0.667940866489242
51805	COQ3	3	0.667727228020939	0.668029831499037
10471	PFDN6	15	0.667621094731145	0.667964288654906
57709	SLC7A14	9	0.667367130489455	0.668041126391341
55800	SCN3B	31	0.666726212105397	0.668002103305261
79901	CYBRD1	10	0.667479006746873	0.668016754964324
3310	HSPA6	7	0.667440874934331	0.668046502889617
374618	TEX9	12	0.667746476543129	0.667966225800518
23428	SLC7A8	10	0.667246805852817	0.668054113003734
4259	MGST3	79	0.667173586805365	0.667646094042639
55260	TMEM143	3	0.667770837541904	0.668023803615582
54923	LIME1	16	0.667134543916283	0.668028066698642
56616	DIABLO	15	0.667197754885441	0.668027929973781
55327	LIN7C	10	0.667484344961257	0.668016980157317
284992	CCDC150	3	0.667793188583342	0.668020868514432
65055	REEP1	3	0.667679868728309	0.668038563236305
1159	CKMT1B	4	0.667607304644377	0.668041948164168
3208	HPCA	4	0.667572069588276	0.668047998370272
22885	ABLIM3	5	0.667698335032283	0.668021484536778
157378	TMEM65	7	0.667575703586788	0.668023660141864
4696	NDUFA3	3	0.667741906193399	0.668027899516602
51552	RAB14	10	0.66737392124934	0.668034745815179
444	ASPH	15	0.667168746359468	0.668040565192038
501	ALDH7A1	4	0.667706747993778	0.668025557224893
10424	PGRMC2	21	0.667240105200172	0.667982032128645
29850	TRPM5	2	0.667751827718068	0.668035510351457
51024	FIS1	8	0.667447035647541	0.668038231995155
51308	REEP2	6	0.667574426812718	0.66803155991162
116228	COX20	7	0.667535992264082	0.668029150514715
59353	TMEM35A	11	0.667281144168112	0.668038754211049
10159	ATP6AP2	7	0.667846895911729	0.667987160864669
11022	TDRKH	7	0.667690215191025	0.668009864569157
9260	PDLIM7	20	0.667395311358863	0.667967952241862
140823	ROMO1	2	0.667820893861037	0.668023842275913
57863	CADM3	2	0.667751382021702	0.66803567485718
4074	M6PR	4	0.667632261549327	0.668037002925745
55833	UBAP2	11	0.66750863693542	0.668008145337933
286205	SCAI	4	0.66764425075261	0.66803576600911
345557	PLCXD3	1	0.667894696875314	0.668021110725014
27236	ARFIP1	5	0.667612130221332	0.668032798817533
388662	SLC6A17	1	0.667887850917929	0.668022133818597
55040	EPN3	5	0.667703206611146	0.668019307457777
3779	KCNMB1	3	0.667784885202573	0.668022230585676
1727	CYB5R3	16	0.667316799726279	0.668002218505817
127833	SYT2	7	0.667490487564859	0.668035523035799
9283	GPR37L1	9	0.667337754794958	0.668048681203102
3018	H2BC3	9	0.667478794803169	0.668027154631712
192683	SCAMP5	6	0.667592894025254	0.668028549849836
1819	DRG2	4	0.667718548334481	0.668024275748669
100287932	TIMM23	3	0.667786530920819	0.668021460631177
11112	HIBADH	13	0.667160735794041	0.668052040010627
26207	PITPNC1	4	0.667636706746497	0.668036260806852
55506	MACROH2A2	6	0.66768656189645	0.668015907548836
810	CALML3	2	0.66775875746471	0.66803548597039
144100	PLEKHA7	10	0.66765292106591	0.66799306649259
10804	GJB6	2	0.667823410678828	0.66802354672195
1350	COX7C	1	0.667898436137914	0.668020570630443
548596	CKMT1A	4	0.667607304644377	0.668041948164168
51028	VPS36	5	0.667649071417033	0.668028089070757
23788	MTCH2	2	0.667812514619121	0.668027030519062
51170	HSD17B11	14	0.667119877898365	0.668045803422915
4722	NDUFS3	8	0.667712524750562	0.667998654185308
84557	MAP1LC3A	12	0.667174421580313	0.668054607978836
9610	RIN1	23	0.667455235857981	0.667938813431208
8341	H2BC15	6	0.667548520603759	0.668037430705545
149699	GTSF1L	1	0.667856175936749	0.66802832443477
28973	MRPS18B	8	0.667661663335919	0.668005704264064
5714	PSMD8	5	0.667627392624876	0.668030310120274
9255	AIMP1	6	0.667582220849392	0.668029846061485
5780	PTPN9	15	0.667259632680728	0.668016502489938
2590	GALNT2	3	0.667776870393187	0.668023564552943
283635	FAM177A1	2	0.667815122573266	0.668024882951154
23548	TTC33	7	0.667671754515112	0.668009384979078
26024	PTCD1	4	0.667822318475249	0.668009866601932
5533	PPP3CC	4	0.66769313910472	0.668027764985661
23304	UBR2	3	0.667772544296208	0.668023350623835
4729	NDUFV2	7	0.667730864621079	0.66800214515199
114134	SLC2A13	2	0.667830608590674	0.66802259534917
132204	SYNPR	3	0.667689439072889	0.668036633643946
114801	TMEM200A	1	0.667907861138391	0.668019252375686
4713	NDUFB7	7	0.667477006497654	0.668037364220875
125988	MICOS13	3	0.667715251956672	0.668032000682077
55680	RUFY2	5	0.667689023843062	0.668022716248737
54994	GID8	4	0.667669723825783	0.668036937083278
51125	GOLGA7	7	0.667433655892204	0.668051771215706
246269	AFG1L	1	0.667898436137914	0.668020570630443
90701	SEC11C	6	0.667538786150386	0.668037640703758
144165	PRICKLE1	1	0.667891496338157	0.668021582878888
55326	AGPAT5	4	0.66777150487027	0.6680163636179
2946	GSTM2	1	0.667856175936749	0.66802832443477
5636	PRPSAP2	3	0.667646553472159	0.66804452925093
347734	SLC35B2	3	0.667797164972114	0.668020289819272
23505	TMEM131	4	0.667772984674674	0.668016414660134
56894	AGPAT3	4	0.667680067997036	0.668029266809226
727	C5	4	0.66770143013282	0.668028258481468
480	ATP1A4	1	0.667889123182796	0.66802193979685
114900	C1QTNF4	2	0.667869279190173	0.668017242721853
10147	SUGP2	4	0.667780858464787	0.668015641141997
2741	GLRA1	1	0.66790661275741	0.668019424029806
7171	TPM4	6	0.667645386492078	0.668020162778901
55308	DDX19A	6	0.667702982687097	0.668013939059826
3145	HMBS	4	0.667826682719942	0.66800915890803
144402	CPNE8	6	0.66785709139635	0.667992411443725
284439	SLC25A42	3	0.667846334771001	0.66801331801542
29843	SENP1	13	0.667462805686843	0.668000904230367
64168	NECAB1	10	0.667414894492892	0.66802665086615
9341	VAMP3	26	0.66760332607794	0.66789714575484
23426	GRIP1	34	0.666827988666905	0.667971721334615
84215	ZNF541	1	0.667863894369486	0.668026404484503
8398	PLA2G6	2	0.667791129618951	0.668029002364865
55105	GPATCH2	4	0.667772235465148	0.668016615652088
23177	CEP68	5	0.667678441411561	0.668022251521771
25796	PGLS	5	0.667795756843874	0.668006812410355
64130	LIN7B	11	0.667329776987283	0.668032663864021
54915	YTHDF1	14	0.667585002781547	0.667975458204449
29966	STRN3	20	0.667230808860711	0.667989907729679
25925	ZNF521	5	0.667590768659309	0.668035613543366
9218	VAPA	24	0.667243198456484	0.667968262658079
11259	FILIP1L	3	0.667736301912645	0.668029354980126
10536	P3H3	1	0.667934848955695	0.668015676982135
5096	PCCB	9	0.667627593025149	0.668002810230042
63826	SRR	2	0.667844584920264	0.668020951497141
9217	VAPB	17	0.66762136741571	0.667952457181583
9605	VPS9D1	9	0.667578230364013	0.668008880794141
84313	VPS25	5	0.667637381087433	0.668029950442793
2824	GPM6B	2	0.667880607463809	0.668015831991753
28992	MACROD1	2	0.667809111856293	0.66802582295185
51090	PLLP	9	0.667696413785128	0.667993411501764
64786	TBC1D15	6	0.667559109758402	0.66803304877705
91156	IGFN1	12	0.667544432789974	0.667993432490467
4308	TRPM1	2	0.667858006887866	0.668018883285165
55075	UACA	22	0.667611572102295	0.667922301604158
57530	CGN	3	0.667820529026164	0.668016737133022
9141	PDCD5	9	0.667662591010982	0.667997310628814
221424	LRRC73	1	0.667934848955695	0.668015676982135
64422	ATG3	4	0.667650511813559	0.668036106132692
26063	DECR2	3	0.66777709805801	0.668022910443454
133121	ENPP6	1	0.667885104488838	0.668022559748425
6059	ABCE1	6	0.667811740121985	0.667998747152275
30833	NT5C	1	0.667903923575699	0.668019796611583
7169	TPM2	3	0.667764747414032	0.668024575984482
57460	PPM1H	18	0.667028338093551	0.668033947795283
8665	EIF3F	18	0.667295638488566	0.667995507404522
25852	ARMC8	7	0.667508404519149	0.668034223340969
56111	PCDHGA4	1	0.667907861138391	0.668019252375686
723790	H2AC19	3	0.667795132217997	0.668021259910421
1429	CRYZ	1	0.667883614948972	0.6680227952178
10056	FARSB	3	0.667820558177074	0.668017490136334
54332	GDAP1	4	0.667621128854122	0.668038662250473
51138	COPS4	7	0.667616407634838	0.668017909809699
9391	CIAO1	6	0.66747295231515	0.668047293196231
378	ARF4	16	0.667690316154549	0.667948676640383
54768	HYDIN	2	0.667798265427929	0.668027291128305
60682	SMAP1	3	0.667716156672872	0.668032209441983
3712	IVD	1	0.667885104488838	0.668022559748425
60370	AVPI1	8	0.667683979159441	0.668001011369923
7920	ABHD16A	19	0.666918400648519	0.668046597861748
163259	DENND2C	2	0.667867337413722	0.668017566890987
55379	LRRC59	16	0.667480181034807	0.667985456143621
5917	RARS1	5	0.667564862312569	0.668040345423895
4336	MOBP	3	0.667817542237687	0.668017374173524
534	ATP6V1G2	2	0.667742148946661	0.668038437930895
54940	OCIAD1	14	0.667583857998442	0.667975566366861
117159	DCD	1	0.667885104488838	0.668022559748425
5224	PGAM2	3	0.667745374017266	0.668027338106422
124044	SPATA2L	4	0.667841106612264	0.668007211578881
6231	RPS26	3	0.667875312156575	0.668009560465285
361	AQP4	2	0.667788852903665	0.668029322209195
8940	TOP3B	8	0.667458765276653	0.668033972410923
1186	CLCN7	6	0.667823174661467	0.667997905988115
6855	SYP	21	0.666924300496217	0.66802975782165
26011	TENM4	2	0.667782807373705	0.668029770331241
3609	ILF3	14	0.667362092646632	0.66800952803058
284111	SLC13A5	1	0.667897549916325	0.668020697615148
80380	PDCD1LG2	4	0.667629284252171	0.668037157256547
23234	DNAJC9	3	0.667786434510904	0.668021812027238
577	ADGRB3	4	0.667569490400055	0.668051649145003
51164	DCTN4	32	0.667098479519384	0.667937579720862
10814	CPLX2	2	0.667780313709062	0.668030240243639
5426	POLE	3	0.667832415126116	0.668015429156091
6563	SLC14A1	3	0.667726537417239	0.668030541084373
126298	IRGQ	2	0.667806847362835	0.668026024328623
8879	SGPL1	12	0.66733676186009	0.668027334487629
6272	SORT1	8	0.667377776335613	0.668051470555579
342667	STAC2	4	0.667768323262008	0.668020099885723
1738	DLD	5	0.667632794470889	0.668029556130717
57471	ERMN	2	0.667822725654128	0.668024086645901
5250	SLC25A3	3	0.667770701918365	0.668024015484692
10493	VAT1	5	0.667889469981422	0.667994724116362
80221	ACSF2	7	0.667499638330347	0.668036364947021
2152	F3	2	0.66776996401772	0.668032154504895
55364	IMPACT	2	0.667843155743453	0.668020746597797
3043	HBB	4	0.667622873850023	0.668038183245783
50814	NSDHL	5	0.667863276168625	0.667997682196108
26027	ACOT11	1	0.667928133121883	0.668016548831977
80731	THSD7B	10	0.667368812233319	0.668035396691269
7019	TFAM	10	0.66768845442733	0.667988610637273
7781	SLC30A3	9	0.667441913322688	0.668034956004609
7184	HSP90B1	32	0.666672887699791	0.66801915528106
30	ACAA1	4	0.667722337288892	0.668023407764014
5007	OSBP	2	0.667863259497938	0.668018224108252
114876	OSBPL1A	5	0.667581220930233	0.668037344209124
2817	GPC1	1	0.667856175936749	0.66802832443477
4892	NRAP	4	0.667714040172823	0.668024365813692
83473	KATNAL2	1	0.66790962957563	0.668019010518494
115207	KCTD12	2	0.667850704758257	0.668020601425048
55532	SLC30A10	1	0.667874535202566	0.668024317866124
57553	MICAL3	3	0.667848252792047	0.668013865355246
3098	HK1	20	0.667494015675607	0.667951022008313
8815	BANF1	5	0.667777233593517	0.668008941431906
93986	FOXP2	7	0.667670543302923	0.668010052515972
9026	HIP1R	2	0.667793505200324	0.668027964269817
6778	STAT6	10	0.667485037692069	0.668017439560311
22891	ZNF365	2	0.66782509459561	0.668024846609374
9448	MAP4K4	17	0.667733644461151	0.667936484880553
3416	IDE	2	0.667873806065707	0.668016717969086
6877	TAF5	2	0.667832285800404	0.668023926234474
6418	SET	13	0.667529488233048	0.667994272582174
8828	NRP2	4	0.667606527996306	0.668040916707736
203068	TUBB	12	0.667464397684921	0.668007598099645
51807	TUBA8	2	0.667849426150516	0.668020161837531
6647	SOD1	8	0.667449078471145	0.668037181090447
7453	WARS1	2	0.667805386129485	0.668027060177419
55847	CISD1	3	0.667928409449901	0.668002801997369
84628	NTNG2	4	0.66771314164949	0.668029681434416
6091	ROBO1	10	0.667590102215637	0.668008005542301
51067	YARS2	4	0.667866938394065	0.668003809987079
54205	CYCS	8	0.667440177280307	0.668040275622573
783	CACNB2	3	0.66774286532252	0.668028003752765
9478	CABP1	3	0.667726845141018	0.668030325065121
83547	RILP	2	0.667769592246225	0.668032071150825
7283	TUBG1	16	0.667230111245433	0.668021410252685
5923	RASGRF1	6	0.667655299911762	0.668023336480778
8662	EIF3B	6	0.667569836014113	0.668032023230436
782	CACNB1	3	0.667748964529445	0.668027173309727
23466	CBX6	4	0.667714000483591	0.668024989758634
777	CACNA1E	3	0.667806499635147	0.668018630724775
5073	PARN	3	0.667811376296102	0.668018364258036
81832	NETO1	3	0.667799203816517	0.66801982974182
7222	TRPC3	2	0.667831562332205	0.668022385838216
9368	SLC9A3R1	10	0.667482301752154	0.668019851013605
9798	IST1	7	0.667546482763982	0.668030933260305
9817	KEAP1	35	0.667026330642704	0.667940063463631
7037	TFRC	18	0.667627706524948	0.66794543914544
10765	KDM5B	3	0.667761683171207	0.66802647895693
2890	GRIA1	8	0.667528186665394	0.668028610931748
4928	NUP98	10	0.667635935797053	0.667996131438551
79834	PEAK1	6	0.667855405481059	0.667991768950498
818	CAMK2G	19	0.667346850776625	0.667976316260677
5095	PCCA	10	0.667625610101033	0.667996282475735
7514	XPO1	11	0.667404582601851	0.668021704405797
6907	TBL1X	7	0.667536189867678	0.668030406590157
389941	C1QL3	1	0.667860340682195	0.668027226384198
5654	HTRA1	16	0.667262313634844	0.668010559160865
3075	CFH	4	0.667751394849326	0.668020798215346
4756	NEO1	4	0.667807280457807	0.668013346110036
2775	GNAO1	12	0.667197121927024	0.668047491810378
10815	CPLX1	3	0.667751740760967	0.668026282045566
4040	LRP6	6	0.667846610076499	0.66799315232549
5338	PLD2	2	0.667833906489338	0.668022534978288
8841	HDAC3	17	0.667488177837101	0.667972904580333
7535	ZAP70	8	0.667554956132067	0.668022024978644
9780	PIEZO1	1	0.667935499898501	0.66801559289917
55269	PSPC1	10	0.667696728469682	0.667986121693875
337	APOA4	1	0.667874535202566	0.668024317866124
952	CD38	1	0.667910745999942	0.668018858575213
3035	HARS1	2	0.66784218518198	0.668020986489537
65217	PCDH15	2	0.667817728124209	0.668027370214637
4907	NT5E	2	0.66784959500313	0.66801988694296
56288	PARD3	9	0.667681591262792	0.667995450200807
23417	MLYCD	1	0.667892607050798	0.66802141789285
738	VPS51	11	0.667627036685344	0.667991711260899
745	MYRF	1	0.667965831143854	0.668011727304908
6301	SARS1	1	0.667900928879651	0.668020216537102
23268	DNMBP	6	0.667672288319358	0.668017626258503
790	CAD	2	0.667819117275973	0.668024171933704
51393	TRPV2	3	0.667956729891956	0.667999178536283
6730	SRP68	5	0.667750375595868	0.668012765752312
6132	RPL8	14	0.667325158362623	0.66802134479461
6157	RPL27A	6	0.667472924825794	0.668052064956264
79697	RIOX1	2	0.667840896245608	0.668021378061823
129049	SGSM1	3	0.667730857204403	0.668032076137271
51209	RAB9B	2	0.667736394739291	0.668039350372911
9367	RAB9A	92	0.666842920166446	0.667639327986109
8565	YARS1	1	0.667927269702164	0.668016661564494
222236	NAPEPLD	1	0.6679213974772	0.668017432928576
51542	VPS54	3	0.66780344137836	0.668020515579295
55275	VPS53	5	0.667524144442842	0.668049582975793
8339	H2BC8	61	0.666327991382482	0.667907502006077
8346	H2BC10	4	0.667783949686356	0.668014723453845
2913	GRM3	7	0.667602467839708	0.668019160227329
316	AOX1	3	0.667727823328668	0.668030152525242
57599	WDR48	3	0.66775065965844	0.668027482789914
8001	GLRA3	1	0.667937161289883	0.66801537859517
6521	SLC4A1	4	0.667666382847585	0.668031702386221
1105	CHD1	6	0.667634261374862	0.668022482242612
57580	PREX1	6	0.667732772691359	0.66800780525949
5091	PC	4	0.667790478833025	0.66801408117695
7779	SLC30A1	5	0.667880399372524	0.667996246956501
10965	ACOT2	8	0.66773263295979	0.667995010112135
2987	GUK1	2	0.667844796054517	0.668020562206189
4776	NFATC4	8	0.667600091651924	0.668013543780623
4898	NRDC	4	0.667813280698413	0.668010978381136
51592	TRIM33	5	0.667812584908069	0.668004224597397
6472	SHMT2	11	0.667605509428993	0.667994398551906
23218	NBEAL2	4	0.66772529091605	0.668023562064898
81550	TDRD3	9	0.667581043018926	0.668011342804383
55037	PTCD3	9	0.667789282236386	0.667980266742076
5686	PSMA5	4	0.667729433970919	0.668022333869515
2150	F2RL1	42	0.666442862245396	0.668021291195099
54106	TLR9	2	0.667788901417886	0.668028775563278
55357	TBC1D2	2	0.667831050584077	0.668022763220685
84656	GLYR1	6	0.667803841380614	0.667998502640199
27145	FILIP1	3	0.667807181992126	0.668018520222404
