entA	entB	We
11007	55885	1
11007	4698	1
11007	3853	1
11007	51760	1
11007	5706	1
11007	3875	1
11007	54906	1
11007	5700	1
11007	9513	1
11007	8204	1
11007	5501	1
11007	84445	1
11007	5585	1
11007	159989	1
11007	358	1
11007	5129	1
11007	79571	1
11007	57326	1
11007	94121	1
11007	84260	1
11007	79843	1
11007	54927	1
11007	23270	1
11007	51138	1
11007	3872	1
11007	8667	1
11007	85397	1
56474	1488	1
56474	6168	1
56474	1503	1
56474	6147	1
3854	3866	1
3854	27229	1
3854	3880	1
3854	23636	1
3854	3801	1
3854	125115	1
3854	3881	1
3854	3860	1
3854	342574	1
3854	3886	1
8996	60491	1
8996	140885	1
26505	27316	1
26505	3845	1
26505	23281	1
26505	84445	1
26505	6428	1
26505	23371	1
26505	125115	1
26505	3881	1
26505	29944	1
26505	375567	1
26505	51741	1
26505	7803	1
26505	3916	1
26060	55198	1
26060	3066	1
26060	208	1
26060	23077	1
26060	63893	1
26060	6009	1
26060	7159	1
26060	146223	1
26060	1630	1
26060	23224	1
26060	8291	1
26060	178	1
26060	23111	1
26060	4621	1
26060	54014	1
26060	114824	1
26060	49855	1
26060	8411	1
26060	3916	1
26060	56896	1
26060	487	1
26060	83992	1
26060	51493	1
3866	3983	1
3866	60491	1
3866	27229	1
3866	149371	1
3866	3880	1
3866	10152	1
3866	54474	1
3866	140885	1
3866	2670	1
3866	51421	1
3866	127703	1
3866	3853	1
3866	56243	1
3866	23237	1
3866	3875	1
3866	54535	1
3866	3856	1
3866	5585	1
3866	3801	1
3866	1329	1
3866	5108	1
3866	5630	1
3866	154796	1
3866	140807	1
3866	159989	1
3866	1678	1
3866	53615	1
3866	3852	1
3866	3851	1
3866	200081	1
3866	3849	1
3866	539	1
3866	5129	1
3866	374454	1
3866	112802	1
3866	114327	1
3866	338785	1
3866	319101	1
3866	23503	1
3866	84260	1
3866	196374	1
3866	121391	1
3866	3892	1
3866	5705	1
3866	3888	1
3866	9119	1
3866	60484	1
3866	3887	1
3866	3889	1
26086	1731	1
26086	339965	1
26086	54906	1
26086	25959	1
26086	6794	1
26086	6091	1
26086	65108	1
386618	9513	1
386618	114327	1
1073	60	1
1073	11034	1
1073	6794	1
1073	5862	1
4591	2130	1
4591	1315	1
4591	9513	1
4591	2043	1
4591	7321	1
4591	7322	1
4591	7323	1
4591	152185	1
4591	8317	1
4591	636	1
4591	5830	1
4591	1656	1
4591	64147	1
4591	143884	1
4591	358	1
4591	57096	1
4591	94121	1
4591	79843	1
4591	3005	1
4591	8338	1
4591	145508	1
4591	23322	1
4591	9851	1
4591	9787	1
2130	51729	1
2130	11052	1
2130	158471	1
2130	1602	1
2130	66036	1
2130	10428	1
2130	1525	1
2130	140735	1
2130	10007	1
2130	1995	1
2130	1996	1
2130	5706	1
2130	9513	1
2130	4137	1
2130	2033	1
2130	23085	1
2130	5479	1
2130	23152	1
2130	7874	1
2130	7158	1
2130	22794	1
2130	6709	1
2130	1965	1
2130	7001	1
2130	6396	1
2130	10963	1
2130	9040	1
2130	11140	1
2130	3476	1
2130	3337	1
2130	55611	1
2130	3182	1
2130	22919	1
2130	2288	1
2130	4082	1
2130	10549	1
2130	10130	1
2130	8202	1
2130	4145	1
2130	375056	1
2130	6160	1
2130	6426	1
2130	10728	1
2130	64210	1
2130	4798	1
2130	230	1
2130	5589	1
2130	10055	1
2130	10541	1
2130	10970	1
2130	23131	1
2130	283820	1
2130	7295	1
2130	8050	1
2130	57019	1
2130	4637	1
2130	3792	1
2130	58525	1
2130	1108	1
2130	10250	1
2130	11168	1
2130	10270	1
2130	154796	1
2130	11198	1
2130	6428	1
2130	4236	1
2130	55082	1
2130	9444	1
2130	6386	1
2130	22826	1
2130	6434	1
2130	6432	1
2130	9611	1
2130	3159	1
2130	3094	1
2130	9601	1
2130	821	1
2130	7187	1
2130	5431	1
2130	5202	1
2130	23673	1
2130	4204	1
2130	3482	1
2130	23201	1
2130	3149	1
2130	25885	1
2130	3945	1
2130	1984	1
2130	553115	1
2130	4012	1
2130	9810	1
2130	7414	1
2130	191	1
2130	220988	1
2130	5887	1
2130	29982	1
2130	7458	1
2130	7411	1
2130	22890	1
2130	2957	1
2130	3608	1
2130	10827	1
2130	10471	1
2130	3779	1
2130	8341	1
2130	28973	1
2130	3145	1
2130	25796	1
2130	55379	1
2130	115207	1
2130	6647	1
2130	84628	1
2130	8841	1
2130	51592	1
2130	30968	1
2130	10525	1
2130	11160	1
2130	6238	1
2130	811	1
2130	6594	1
2130	4723	1
2130	6223	1
2130	22884	1
2130	84717	1
2130	6741	1
2130	7343	1
2130	55870	1
2130	115098	1
2130	7342	1
2130	6181	1
2130	9342	1
2130	326624	1
2130	4261	1
2130	22933	1
2130	6621	1
2130	2287	1
2130	483	1
2130	1636	1
2130	8450	1
2130	5504	1
2130	254048	1
2130	2020	1
2130	113157	1
2130	64793	1
2130	23225	1
2130	23385	1
2130	2739	1
2130	6888	1
2130	6599	1
2130	5358	1
2130	56993	1
2130	6874	1
2130	3916	1
2130	81542	1
2130	81611	1
2130	6175	1
2130	23036	1
2130	84886	1
2130	7416	1
2130	6935	1
2130	6525	1
2130	25941	1
2130	5230	1
2130	8533	1
2130	607	1
2130	8562	1
2130	29789	1
2130	874	1
2130	25836	1
2130	4542	1
2130	4707	1
2130	6505	1
2130	6942	1
2130	83595	1
2130	65249	1
2130	7167	1
2130	9987	1
2130	8539	1
2130	23518	1
2130	5902	1
2130	760	1
2130	80155	1
2130	646875	1
2130	729708	1
2130	653162	1
2130	728953	1
2130	643949	1
2130	54921	1
2130	8284	1
10328	3845	1
10328	821	1
10328	9694	1
8907	3183	1
8907	57144	1
8907	10320	1
8907	10900	1
8907	9513	1
8907	84445	1
8907	6733	1
8907	51222	1
8907	162	1
8907	154796	1
8907	115704	1
8907	9666	1
8907	125115	1
8907	114824	1
8907	8674	1
8907	11178	1
8907	5814	1
8907	8087	1
8907	64168	1
8907	10411	1
8907	57216	1
3983	81628	1
3983	57596	1
3983	7415	1
3983	55835	1
3983	120892	1
3983	132320	1
3983	4957	1
3983	145508	1
3983	9851	1
60491	1731	1
60491	81628	1
60491	55885	1
60491	6271	1
60491	10982	1
60491	6990	1
60491	51760	1
60491	9513	1
60491	4830	1
60491	30820	1
60491	54793	1
60491	7295	1
60491	6737	1
60491	7525	1
60491	348110	1
60491	51571	1
60491	5524	1
60491	9318	1
60491	9775	1
60491	8601	1
60	11034	1
60	1525	1
60	2033	1
60	7178	1
60	81565	1
60	7248	1
60	6336	1
60	11140	1
60	2	1
60	6733	1
60	10576	1
60	310	1
60	5108	1
60	8904	1
60	10131	1
60	4736	1
60	7965	1
60	254427	1
60	3014	1
60	221184	1
60	134492	1
60	131034	1
60	23406	1
60	832	1
60	8450	1
60	8500	1
60	9948	1
27229	57144	1
27229	2670	1
27229	3875	1
27229	8379	1
27229	3851	1
27229	8216	1
149371	3880	1
149371	54474	1
149371	56243	1
149371	51760	1
149371	3875	1
149371	54535	1
149371	55770	1
149371	23281	1
149371	3801	1
149371	5108	1
149371	6203	1
149371	7965	1
149371	6737	1
149371	282991	1
149371	64601	1
149371	23328	1
149371	84300	1
149371	143884	1
149371	3881	1
149371	79720	1
149371	54785	1
149371	11178	1
149371	3885	1
149371	51350	1
149371	8689	1
149371	23151	1
149371	51101	1
149371	10411	1
149371	8408	1
149371	8895	1
3183	5300	1
3183	55885	1
3183	9513	1
3183	58155	1
3183	3845	1
3183	5591	1
3183	3181	1
3183	64219	1
3183	6733	1
3183	1452	1
3183	2157	1
3183	6386	1
3183	23503	1
3183	3839	1
3183	7417	1
3183	27044	1
3183	23271	1
3183	23316	1
3183	10343	1
3183	64793	1
3183	84630	1
3183	988	1
3183	83394	1
3183	6764	1
3183	80724	1
11252	3845	1
11252	23242	1
11252	8976	1
11252	7430	1
11252	3916	1
10483	6733	1
10483	55835	1
10483	821	1
10483	9610	1
10483	8408	1
10483	9632	1
5300	10152	1
5300	10743	1
5300	81628	1
5300	10320	1
5300	5932	1
5300	1780	1
5300	23636	1
5300	4137	1
5300	2915	1
5300	8666	1
5300	23281	1
5300	5604	1
5300	283234	1
5300	8202	1
5300	3801	1
5300	53335	1
5300	636	1
5300	1302	1
5300	23589	1
5300	58525	1
5300	154796	1
5300	25830	1
5300	23371	1
5300	10818	1
5300	125115	1
5300	3881	1
5300	79959	1
5300	9278	1
5300	9832	1
5300	8030	1
5300	3885	1
5300	9260	1
5300	286205	1
5300	93986	1
5300	84962	1
5300	9612	1
5300	57410	1
5300	9362	1
5300	9757	1
3880	1781	1
3880	10152	1
3880	2670	1
3880	51421	1
3880	3853	1
3880	1780	1
3880	54535	1
3880	51361	1
3880	51199	1
3880	3856	1
3880	54477	1
3880	5585	1
3880	3801	1
3880	5108	1
3880	636	1
3880	5630	1
3880	154796	1
3880	140807	1
3880	9470	1
3880	3852	1
3880	3851	1
3880	3849	1
3880	374454	1
3880	112802	1
3880	338785	1
3880	84260	1
3880	79843	1
3880	51256	1
3880	27343	1
3880	196374	1
3880	121391	1
3880	3892	1
3880	84376	1
3880	9119	1
3880	51138	1
3880	5411	1
3880	83658	1
3880	3887	1
3880	3889	1
22954	10152	1
22954	5152	1
22954	55823	1
22954	7335	1
22954	54793	1
22954	6386	1
22954	7168	1
22954	148281	1
22954	89	1
22954	58	1
22954	57447	1
57144	1453	1
57144	84445	1
57144	1656	1
57144	51185	1
57144	23549	1
57144	79571	1
57144	57381	1
57144	79843	1
57144	9260	1
1781	6990	1
1781	1780	1
1781	23085	1
1781	23543	1
1781	54550	1
1781	64753	1
1781	51361	1
1781	51199	1
1781	1062	1
1781	6336	1
1781	6158	1
1781	353	1
1781	9049	1
1781	10856	1
1781	5204	1
1781	10576	1
1781	636	1
1781	10295	1
1781	8050	1
1781	1778	1
1781	3301	1
1781	10120	1
1781	11258	1
1781	4726	1
1781	23216	1
1781	10294	1
1781	5202	1
1781	51699	1
1781	10213	1
1781	51143	1
1781	84376	1
1781	7411	1
1781	10471	1
1781	501	1
1781	55326	1
1781	51164	1
1781	6813	1
1781	10694	1
1781	10613	1
1781	10121	1
1781	9690	1
1781	8500	1
1781	10693	1
1781	55860	1
1781	1666	1
1781	140465	1
1781	83658	1
1781	8607	1
1781	908	1
1781	84790	1
1781	29919	1
1781	9527	1
1781	90362	1
1781	7053	1
10054	10320	1
10054	11315	1
10054	10055	1
8623	125115	1
8623	3881	1
8623	5966	1
8623	3885	1
51729	10521	1
51729	8440	1
51729	26058	1
51729	5501	1
51729	1655	1
51729	10933	1
51729	118812	1
51729	84816	1
11052	54472	1
11052	8440	1
11052	7158	1
11052	27005	1
11052	4000	1
11052	51645	1
11052	7525	1
11052	51741	1
11052	8450	1
11052	81542	1
10152	54474	1
10152	2670	1
10152	541468	1
10152	127703	1
10152	55885	1
10152	10921	1
10152	56243	1
10152	23636	1
10152	8440	1
10152	51160	1
10152	54535	1
10152	5062	1
10152	26146	1
10152	51361	1
10152	5530	1
10152	27	1
10152	23114	1
10152	57524	1
10152	84445	1
10152	5562	1
10152	5204	1
10152	9743	1
10152	8976	1
10152	10105	1
10152	3801	1
10152	10810	1
10152	5108	1
10152	636	1
10152	7430	1
10152	388135	1
10152	6386	1
10152	27342	1
10152	5563	1
10152	3881	1
10152	3860	1
10152	9454	1
10152	79571	1
10152	7414	1
10152	192666	1
10152	340527	1
10152	23294	1
10152	54785	1
10152	3885	1
10152	342574	1
10152	84376	1
10152	9119	1
10152	8689	1
10152	3861	1
10152	51741	1
10152	22885	1
10152	9260	1
10152	7169	1
10152	3916	1
10152	8667	1
10152	9892	1
10152	83548	1
10152	23616	1
327	3964	1
327	9798	1
327	79876	1
10743	6137	1
10743	23542	1
10743	8339	1
10743	8345	1
10743	8216	1
5704	11047	1
5704	7158	1
5704	55835	1
5704	5716	1
5704	10131	1
5704	8079	1
5704	51495	1
5704	80755	1
5704	5702	1
5704	5705	1
26128	79959	1
26128	8481	1
23410	5831	1
23410	5160	1
23410	5163	1
23410	8350	1
23410	1737	1
23410	10105	1
23410	3329	1
23410	37	1
23410	5830	1
23410	4704	1
23410	54704	1
23410	84532	1
10919	54749	1
10919	8350	1
10919	3020	1
10919	3021	1
10919	11335	1
10919	773	1
10919	8202	1
10919	23243	1
10919	8339	1
10919	3024	1
10919	3008	1
10919	58499	1
10919	84726	1
10919	9775	1
1854	5163	1
1854	388	1
1854	3329	1
1854	9825	1
11180	3845	1
11180	23580	1
11180	6794	1
11180	23426	1
11180	6196	1
11180	3916	1
23392	114569	1
23392	287	1
23392	4628	1
23392	55823	1
23392	51720	1
23392	26057	1
23392	23345	1
23392	23384	1
23392	5108	1
23392	4651	1
23392	26232	1
23392	51164	1
23392	4625	1
23392	8411	1
23392	1362	1
23392	283638	1
23392	55585	1
54474	51421	1
54474	23636	1
54474	9513	1
54474	54477	1
54474	5630	1
54474	140807	1
54474	125115	1
54474	3881	1
54474	3860	1
54474	9470	1
54474	200081	1
54474	192666	1
54474	3885	1
54474	342574	1
54474	51350	1
54474	9119	1
140885	3845	1
140885	23321	1
140885	4145	1
140885	125115	1
140885	3881	1
140885	3885	1
11034	54434	1
5528	1454	1
5528	5525	1
5528	51361	1
5528	5518	1
5528	4215	1
5528	5519	1
5528	9181	1
5528	784	1
5528	6196	1
5528	8500	1
5528	785	1
2670	11140	1
2670	7159	1
2670	6772	1
2670	7525	1
2670	143884	1
2670	3881	1
2670	79959	1
2670	3860	1
2670	26051	1
2670	9852	1
2670	342574	1
2670	9260	1
56341	10492	1
56341	8359	1
56341	871	1
56341	22832	1
56341	266553	1
56341	30000	1
56341	8148	1
11135	3845	1
11135	5563	1
11135	57381	1
11135	3916	1
1731	23157	1
1731	54472	1
1731	5413	1
1731	10801	1
1731	346288	1
1731	55752	1
1731	8349	1
1731	154796	1
1731	6386	1
1731	3159	1
1731	55964	1
1731	3012	1
1731	3009	1
1731	3006	1
1731	8345	1
10521	9513	1
10521	2033	1
10521	10432	1
10521	10664	1
10521	1655	1
10521	3187	1
10521	1656	1
10521	64783	1
10521	8450	1
81628	51760	1
81628	9513	1
81628	26278	1
81628	9131	1
81628	8851	1
81628	5562	1
81628	5563	1
81628	125115	1
81628	340371	1
81628	7411	1
81628	9817	1
81628	9256	1
10320	55885	1
10320	1488	1
10320	51760	1
10320	599	1
10320	23479	1
10320	1641	1
10320	8317	1
10320	5565	1
10320	10933	1
10320	6386	1
10320	1656	1
10320	2257	1
10320	5563	1
10320	51185	1
10320	64147	1
10320	143884	1
10320	53944	1
10320	55337	1
10320	6627	1
153733	541468	1
153733	6709	1
153733	5108	1
153733	4163	1
153733	125115	1
153733	3881	1
153733	7168	1
153733	200081	1
153733	374618	1
153733	7184	1
153733	145508	1
1602	55577	1
1602	10768	1
1602	2257	1
1602	6794	1
5372	5870	1
5372	773	1
5372	51560	1
66036	54550	1
66036	9625	1
66036	55697	1
66036	51143	1
66036	342574	1
66036	26049	1
66036	23151	1
66036	5754	1
66036	9108	1
23710	5692	1
23710	6733	1
23710	23001	1
23710	288	1
23710	139341	1
23710	26580	1
23710	9278	1
23710	57326	1
23710	26031	1
23710	23505	1
23710	29966	1
23710	4774	1
23710	9779	1
11020	51361	1
11020	636	1
11020	132320	1
11020	84376	1
11020	51668	1
5635	5631	1
5635	5634	1
5635	5636	1
55198	7248	1
55198	2332	1
55198	3801	1
55198	51185	1
55198	9852	1
55198	58508	1
55198	5878	1
55198	3916	1
55198	64223	1
10900	51760	1
10900	5911	1
10900	6386	1
10900	1656	1
10900	5912	1
10900	29088	1
51421	55885	1
51421	9513	1
51421	8379	1
51421	10207	1
51421	54535	1
51421	11140	1
51421	140710	1
51421	64926	1
51421	25793	1
51421	154796	1
51421	4236	1
51421	56254	1
51421	5563	1
51421	7525	1
51421	64147	1
51421	3881	1
51421	5702	1
51421	3860	1
51421	9470	1
51421	2949	1
51421	84312	1
51421	9911	1
51421	79571	1
51421	54927	1
51421	9810	1
51421	84823	1
541468	1453	1
541468	7170	1
541468	154796	1
541468	55337	1
541468	55619	1
541468	9342	1
127703	339965	1
127703	5706	1
127703	23636	1
127703	10640	1
127703	54550	1
127703	26146	1
127703	64753	1
127703	55763	1
127703	25924	1
127703	23281	1
127703	6293	1
127703	7170	1
127703	7965	1
127703	154796	1
127703	125115	1
127703	3881	1
127703	3860	1
127703	7168	1
127703	192666	1
127703	54785	1
127703	3885	1
127703	342574	1
127703	3868	1
127703	51350	1
127703	29982	1
127703	9119	1
127703	8689	1
127703	8665	1
127703	988	1
55885	8379	1
55885	51160	1
55885	401145	1
55885	53918	1
55885	23281	1
55885	84445	1
55885	25959	1
55885	7965	1
55885	51693	1
55885	3187	1
55885	3881	1
55885	53615	1
55885	3796	1
55885	11178	1
55885	388336	1
55885	728116	1
55885	400673	1
55885	7411	1
55885	51741	1
55885	9079	1
55885	60370	1
55885	8861	1
55885	80856	1
389	7846	1
389	3916	1
27095	126003	1
27095	3981	1
27095	51693	1
27095	122553	1
27095	58485	1
27095	3916	1
27095	8766	1
4698	9131	1
4698	5163	1
4698	3329	1
4698	1327	1
4698	4722	1
4698	145508	1
4698	6341	1
4698	94081	1
4698	4707	1
4698	4705	1
10428	8350	1
10428	4000	1
10428	8345	1
1525	3845	1
1525	9611	1
1525	10447	1
1525	3009	1
1525	6196	1
140735	1780	1
140735	5569	1
140735	25959	1
140735	9229	1
140735	167691	1
140735	4644	1
140735	9454	1
140735	5414	1
140735	8339	1
2954	7415	1
2954	5501	1
2954	134829	1
23157	5413	1
23157	3845	1
23157	10801	1
23157	7430	1
23157	989	1
23157	55964	1
23157	118812	1
23157	4735	1
6271	6285	1
6271	177	1
6271	2288	1
6271	5966	1
6271	830	1
3853	3875	1
3853	23636	1
3853	23281	1
3853	3801	1
3853	4000	1
3853	125115	1
3853	3881	1
3853	3860	1
3853	84260	1
3853	3885	1
3853	342574	1
3853	3868	1
3853	3886	1
3853	8689	1
3853	3872	1
3853	83988	1
10921	6733	1
10921	6426	1
10921	23131	1
10921	6428	1
10921	6434	1
10921	6432	1
10921	5411	1
10921	9733	1
10921	84124	1
56243	8440	1
56243	9513	1
56243	51199	1
56243	5591	1
56243	22919	1
56243	6293	1
56243	79705	1
56243	3881	1
56243	3281	1
56243	79571	1
56243	342574	1
5152	11140	1
5152	25959	1
5152	6386	1
5152	3885	1
5152	84457	1
5152	9657	1
26276	23542	1
26276	152185	1
26276	3916	1
26276	8417	1
26276	63894	1
10982	8350	1
10982	22919	1
10982	55835	1
10982	4000	1
10982	25793	1
10982	10180	1
10982	57606	1
10982	8573	1
10982	9731	1
10982	55118	1
1315	84445	1
1315	10945	1
1315	22820	1
1315	57617	1
1315	26958	1
1315	11178	1
1315	23560	1
1315	51667	1
1315	372	1
1315	9276	1
285527	9454	1
285527	7871	1
1454	5501	1
1454	8202	1
1454	120892	1
1454	5108	1
1454	25793	1
1454	636	1
1454	3280	1
1454	5529	1
1454	4163	1
1454	7187	1
1454	80755	1
1454	23371	1
1454	10612	1
1454	114991	1
1454	145508	1
1454	57551	1
1454	9978	1
1454	199731	1
10007	6794	1
664	6009	1
664	599	1
664	7052	1
664	4976	1
664	3895	1
664	4000	1
664	10447	1
664	219738	1
664	51075	1
664	55800	1
664	51308	1
664	388662	1
664	8834	1
664	9445	1
57596	64926	1
57596	3801	1
57596	1656	1
57596	358	1
57596	84260	1
57142	23204	1
57142	8440	1
57142	9513	1
57142	6714	1
57142	4000	1
57142	6232	1
57142	6642	1
57142	821	1
57142	22824	1
57142	9367	1
57142	2150	1
57142	8775	1
57142	51651	1
57142	6263	1
1995	11140	1
1995	2	1
1995	6733	1
1995	4846	1
1995	51295	1
1996	7415	1
55577	1780	1
55577	339965	1
55577	64219	1
55577	6733	1
55577	6386	1
55577	5966	1
55577	55860	1
6990	1780	1
6990	9184	1
6990	5654	1
5932	1488	1
5932	9513	1
5932	472	1
5932	120892	1
5932	26575	1
5932	2177	1
5932	6416	1
27316	1153	1
27316	9513	1
27316	152185	1
27316	6733	1
27316	2332	1
27316	6776	1
27316	6428	1
27316	6434	1
27316	54106	1
27316	8450	1
1780	51199	1
1780	10726	1
1780	6158	1
1780	9049	1
1780	10910	1
1780	3141	1
1780	2288	1
1780	5204	1
1780	10576	1
1780	310	1
1780	5494	1
1780	636	1
1780	1778	1
1780	154661	1
1780	5909	1
1780	10575	1
1780	989	1
1780	1977	1
1780	4163	1
1780	5202	1
1780	7266	1
1780	51143	1
1780	7411	1
1780	10471	1
1780	51164	1
1780	10111	1
1780	6950	1
1780	10694	1
1780	10121	1
1780	1629	1
1780	57551	1
1780	199731	1
1780	55860	1
1780	83658	1
1780	8867	1
1780	8607	1
1780	908	1
1780	800	1
10127	9832	1
10127	9747	1
22978	9513	1
22978	6386	1
22978	539	1
443	9817	1
54472	23543	1
54472	9961	1
54472	6232	1
54472	23201	1
54472	29965	1
54472	8861	1
54472	55728	1
54472	80262	1
5631	5634	1
5631	5636	1
1488	8204	1
1488	23236	1
1488	6191	1
1488	5629	1
1488	6235	1
1488	6386	1
1488	54828	1
1488	139341	1
1488	30818	1
1488	85376	1
1488	388336	1
1488	784	1
1488	23177	1
1488	93986	1
1488	783	1
1488	782	1
1488	6130	1
1488	6139	1
1488	6935	1
1488	6234	1
1488	785	1
1488	9839	1
23237	3845	1
23237	816	1
23237	10369	1
10456	7415	1
10456	9131	1
10456	53918	1
10456	5602	1
10456	8079	1
10456	51495	1
10456	1327	1
10456	5533	1
10456	8665	1
10456	6840	1
10456	9978	1
10456	6341	1
10456	94081	1
10456	55848	1
10456	8647	1
339965	3329	1
339965	56904	1
339965	30000	1
339965	6520	1
1153	7158	1
1153	25793	1
1153	6428	1
1153	8450	1
1153	9529	1
10016	3791	1
10016	25930	1
10016	221184	1
10016	553115	1
10016	131034	1
23204	9513	1
23204	4000	1
23204	59343	1
23204	3155	1
23204	6642	1
23204	6386	1
23204	6643	1
23204	63908	1
23204	30845	1
23204	65009	1
23204	2572	1
23204	4259	1
23204	56616	1
23204	5780	1
23204	80221	1
23204	7019	1
23204	6472	1
23204	2150	1
23204	7284	1
23204	8803	1
23204	8724	1
23204	8723	1
23204	29934	1
23204	9967	1
23204	64083	1
23204	80222	1
23204	84100	1
445	132320	1
445	23322	1
26353	8079	1
51760	8379	1
51760	84445	1
51760	5204	1
51760	4163	1
51760	11178	1
51760	9605	1
51760	7257	1
57120	23636	1
57120	2033	1
57120	2895	1
57120	2894	1
57120	8678	1
57120	57555	1
57120	3055	1
57120	11315	1
57120	57148	1
57120	118812	1
57120	57715	1
57120	23433	1
57120	23762	1
57120	6196	1
57120	54549	1
57120	3502	1
57120	9851	1
57120	3916	1
57120	51651	1
57120	9859	1
57120	79065	1
57120	65008	1
57120	83733	1
5706	11140	1
5706	6386	1
5706	5702	1
5706	5715	1
5706	5705	1
5706	2957	1
2107	2935	1
2107	3981	1
2107	23708	1
2107	8079	1
2107	9817	1
3875	2033	1
3875	54535	1
3875	9659	1
3875	10049	1
3875	3856	1
3875	55212	1
3875	5339	1
3875	3801	1
3875	140807	1
3875	112802	1
3875	114327	1
3875	338785	1
3875	84260	1
3875	28992	1
3875	6840	1
3875	51555	1
3875	5411	1
3875	988	1
3875	3887	1
3875	85417	1
5725	58155	1
5725	23543	1
5725	54039	1
5725	3182	1
5725	6733	1
5725	9444	1
5725	4858	1
5725	8450	1
2752	2033	1
2752	51185	1
2752	57381	1
2752	4540	1
2580	8615	1
2580	120892	1
2580	79705	1
23636	54535	1
23636	6396	1
23636	3417	1
23636	23479	1
23636	3801	1
23636	7295	1
23636	7187	1
23636	200081	1
23636	3299	1
23636	9119	1
23636	51668	1
23636	284992	1
23636	8473	1
84864	6157	1
1453	4137	1
1453	2697	1
1453	6622	1
1453	3791	1
1453	4134	1
1453	472	1
1453	84445	1
1453	8202	1
1453	120892	1
1453	5108	1
1453	5578	1
1453	10612	1
1453	114991	1
1453	145508	1
9093	7874	1
9093	51199	1
9093	3845	1
9093	3329	1
9093	25793	1
9093	3313	1
9093	10498	1
9093	27141	1
9093	9278	1
9093	27124	1
9093	79571	1
9093	80196	1
140576	25793	1
140576	57402	1
54906	3801	1
54906	1329	1
54906	3329	1
54906	54793	1
54906	5565	1
54906	26051	1
54906	29119	1
54906	3009	1
54906	9522	1
54906	901	1
95	55212	1
95	51741	1
8440	9513	1
8440	5586	1
8440	5062	1
8440	1948	1
8440	7143	1
8440	2533	1
8440	3815	1
8440	196403	1
8440	84445	1
8440	6733	1
8440	9743	1
8440	8976	1
8440	375056	1
8440	53335	1
8440	56899	1
8440	5966	1
8440	79720	1
8440	10276	1
8440	340527	1
8440	8175	1
8440	51101	1
8440	255057	1
8440	124044	1
8440	8831	1
8440	8667	1
8440	9859	1
8440	8936	1
5700	5701	1
5700	7158	1
5700	51361	1
5700	221037	1
5700	10933	1
5700	23770	1
5700	5711	1
9513	4830	1
9513	10432	1
9513	54550	1
9513	81565	1
9513	817	1
9513	6733	1
9513	23191	1
9513	2332	1
9513	26999	1
9513	375056	1
9513	54623	1
9513	5108	1
9513	10933	1
9513	4236	1
9513	3927	1
9513	7525	1
9513	143884	1
9513	9278	1
9513	27124	1
9513	148281	1
9513	94121	1
9513	3796	1
9513	547	1
9513	8087	1
9513	91156	1
9513	9898	1
4830	58497	1
4830	654364	1
4830	30000	1
4830	23534	1
5701	23043	1
5701	51199	1
5701	81488	1
5701	80755	1
5701	5711	1
11216	23328	1
11216	5577	1
8027	5501	1
8027	4155	1
8027	64219	1
8027	9958	1
8027	1678	1
8027	9101	1
8027	57646	1
8379	54535	1
8379	11140	1
8379	7170	1
8379	9958	1
8379	4236	1
8379	10529	1
8379	64147	1
8379	143884	1
8379	7168	1
8379	5129	1
8379	29094	1
8379	148281	1
8379	9825	1
8379	9529	1
8379	9747	1
6921	6923	1
6921	8065	1
6921	8452	1
6921	8453	1
6921	10444	1
6921	79699	1
10670	57521	1
10670	9367	1
10670	64121	1
51160	6293	1
51160	1329	1
51160	5565	1
51160	53358	1
51160	5563	1
51160	114824	1
51160	79720	1
51160	5129	1
51160	51028	1
51160	7257	1
6717	6733	1
6717	310	1
6717	25801	1
2941	130813	1
8829	7422	1
8829	2247	1
8829	5364	1
8829	4691	1
8829	6155	1
8829	8828	1
8829	5361	1
8615	10613	1
56850	55763	1
56850	11140	1
56850	51222	1
56850	4236	1
56850	9601	1
56850	143884	1
56850	5318	1
56850	23426	1
56850	7257	1
9253	87	1
9253	3845	1
9253	2548	1
9253	7430	1
9253	23131	1
9253	9500	1
9253	23426	1
80725	25793	1
80725	23426	1
25758	8349	1
25758	23426	1
23266	50944	1
23266	22941	1
23266	2332	1
23266	8842	1
23266	6196	1
50944	8874	1
50944	57555	1
50944	121504	1
50944	8294	1
50944	8359	1
50944	8362	1
50944	8368	1
50944	8370	1
50944	9456	1
50944	6772	1
50944	22859	1
50944	7311	1
50944	9229	1
50944	4163	1
50944	6196	1
50944	9101	1
50944	79674	1
22941	8874	1
22941	6714	1
22941	5530	1
22941	9456	1
22941	22859	1
22941	9229	1
22941	54549	1
22941	94134	1
2917	10048	1
2917	5501	1
2917	23426	1
6513	57096	1
6513	9367	1
6513	8766	1
87	2915	1
87	1965	1
87	8851	1
87	6812	1
87	11346	1
87	773	1
87	2332	1
87	6232	1
87	7295	1
87	8050	1
87	23109	1
87	9852	1
87	89	1
87	7846	1
26058	51199	1
26058	6638	1
26058	8926	1
26058	636	1
26058	9470	1
6531	6622	1
5586	7415	1
5586	5479	1
5586	64753	1
5586	8666	1
5586	5163	1
5586	55835	1
5586	5108	1
5586	7430	1
5586	4650	1
5586	5783	1
5586	22832	1
5586	10869	1
5586	1069	1
5586	145508	1
5586	3916	1
4137	5566	1
4137	6300	1
4137	2033	1
4137	5582	1
4137	1020	1
